Upper Level Conf,Upper Level Term,Lower Level Conf,Lower Level Term,average_partial_lifetime,var_partial_lifetime,average_Ek,var_Ek,average_Ei,var_Ei,count
6s26d,2D,6s26p,2P°,7.7834e-10,9.5548e-21,6.9352e+04,3.0054e+05,7.0405e+03,9.9138e+07,2
6s27s,2S,6s26p,2P°,2.0243e-09,,5.9449e+04,,1.4081e+04,,1
