Upper Level Conf,Upper Level Term,Lower Level Conf,Lower Level Term,average_partial_lifetime,var_partial_lifetime,average_Ek,var_Ek,average_Ei,var_Ei,count
5f,2F°,6d,2D,7.6416e-08,1.1988e-14,5.7471e+04,1.9331e+04,4.6086e+04,1.4060e+04,3
5f,2F°,5d,2D,3.2258e-07,,5.7632e+04,,5.6748e+03,,1
5g,2G,4f,2F°,1.0715e-08,4.3617e-21,6.3027e+04,0.0000e+00,4.8408e+04,1.6832e+04,3
5g,2G,5f,2F°,5.1020e-08,0.0000e+00,6.3027e+04,0.0000e+00,5.7632e+04,0.0000e+00,2
6d,2D,6p,2P°,1.2481e-08,1.8645e-16,4.6018e+04,1.4060e+04,2.1389e+04,9.5298e+05,3
6f,2F°,5d,2D,2.2710e-07,9.7814e-14,6.4630e+04,3.3835e+03,5.4078e+03,2.1384e+05,3
6f,2F°,6d,2D,1.3532e-06,3.6905e-12,6.4630e+04,3.3835e+03,4.6086e+04,1.4060e+04,3
6g,2G,4f,2F°,1.8838e-07,8.5648e-14,6.8426e+04,0.0000e+00,4.8408e+04,1.6832e+04,3
6p,2P°,5d,2D,7.4399e-08,6.4010e-15,2.1389e+04,9.5298e+05,5.1408e+03,2.1384e+05,3
6p,2P°,6s,2S,9.7511e-09,1.1014e-18,2.1107e+04,1.4295e+06,0.0000e+00,0.0000e+00,2
7d,2D,6p,2P°,3.7175e-08,1.5981e-15,5.9832e+04,2.9877e+03,2.1389e+04,9.5298e+05,3
7d,2D,7p,2P°,6.3989e-08,4.8627e-15,5.9832e+04,2.9877e+03,4.9804e+04,1.2876e+05,3
7f,2F°,5d,2D,2.3504e-07,1.1405e-13,6.9228e+04,7.9089e+02,5.4078e+03,2.1384e+05,3
7g,2G,4f,2F°,5.1808e-08,1.1466e-15,7.1683e+04,0.0000e+00,4.8408e+04,1.6832e+04,3
7p,2P°,5d,2D,2.5298e-07,1.0382e-13,4.9804e+04,1.2876e+05,5.1408e+03,2.1384e+05,3
7p,2P°,6d,2D,3.0962e-07,2.6497e-15,4.9701e+04,1.9314e+05,4.6052e+04,2.1089e+04,2
7p,2P°,6s,2S,1.2246e-07,1.0092e-15,4.9701e+04,1.9314e+05,0.0000e+00,0.0000e+00,2
7p,2P°,7s,2S,5.3485e-08,9.1287e-17,4.9701e+04,1.9314e+05,4.2355e+04,0.0000e+00,2
7s,2S,6p,2P°,1.2349e-08,1.4947e-17,4.2355e+04,0.0000e+00,2.1107e+04,1.4295e+06,2
8d,2D,4f,2F°,5.4094e-06,4.2748e-14,6.6700e+04,1.3489e+03,4.8371e+04,2.5248e+04,2
8d,2D,6p,2P°,7.3458e-08,6.1409e-15,6.6691e+04,8.9925e+02,2.1389e+04,9.5298e+05,3
8d,2D,7p,2P°,1.5678e-07,2.7905e-14,6.6691e+04,8.9925e+02,4.9804e+04,1.2876e+05,3
8f,2F°,6d,2D,4.4466e-06,1.9529e-14,7.2156e+04,3.7593e+02,4.6052e+04,2.1089e+04,2
8f,2F°,5d,2D,6.6667e-08,,7.2170e+04,,5.6748e+03,,1
8p,2P°,5d,2D,9.6379e-07,1.9248e-12,6.1541e+04,3.0502e+04,5.1408e+03,2.1384e+05,3
8p,2P°,6s,2S,4.1667e-07,,6.1340e+04,,0.0000e+00,,1
8s,2S,6p,2P°,3.4782e-08,1.7920e-16,5.8025e+04,0.0000e+00,2.1107e+04,1.4295e+06,2
8s,2S,7p,2P°,4.6429e-08,2.2959e-16,5.8025e+04,0.0000e+00,4.9701e+04,1.9314e+05,2
