Upper Level Conf,Upper Level Term,Lower Level Conf,Lower Level Term,average_partial_lifetime,re_partial_lifetime,difference
2p3,4S°,2s2p2,4P,1.8188e-09,5.0000e-10,1.3188e-09
2s22p,2P°,2s22p,2P°,3.1250e+07,3.1250e+07,-7.4506e-09
2s23d,2D,2s22p,2P°,1.3428e-08,4.9030e-09,8.5250e-09
2s23d,2D,2s23p,2P°,2.1567e-07,7.8748e-08,1.3692e-07
2s23p,2P°,2s23s,2S,5.8140e-08,5.8132e-08,7.6465e-12
2s23p,2P°,2s2p2,2D,1.4360e-03,1.4358e-03,1.8886e-07
2s23s,2S,2s22p,2P°,8.9286e-09,3.9683e-09,4.9603e-09
2s24d,2D,2s22p,2P°,2.6322e-08,9.6199e-09,1.6702e-08
2s24d,2D,2s24p,2P°,1.1131e-06,4.0680e-07,7.0630e-07
2s24d,2D,2s23p,2P°,8.0188e-03,2.9306e-03,5.0882e-03
2s24f,2F°,2s23d,2D,4.4758e-07,7.8875e-08,3.6870e-07
2s24f,2F°,2s2p2,2D,1.6642e-06,2.9327e-07,1.3709e-06
2s24p,2P°,2s24s,2S,3.7524e-07,2.6756e-07,1.0768e-07
2s24p,2P°,2s23d,2D,2.2683e-06,1.6174e-06,6.5089e-07
2s24p,2P°,2s23s,2S,4.4444e-06,3.1691e-06,1.2753e-06
2s24p,2P°,2s2p2,2D,1.1551e-03,8.2364e-04,3.3146e-04
2s24s,2S,2s22p,2P°,2.4064e-08,1.0705e-08,1.3359e-08
2s24s,2S,2s23p,2P°,1.3514e-07,6.0117e-08,7.5023e-08
2s2p2,2D,2s22p,2P°,6.3487e-08,2.3105e-08,4.0382e-08
2s2p2,2P,2s22p,2P°,1.4252e-09,4.8710e-10,9.3810e-10
2s2p2,2P,2s23p,2P°,4.0034e-06,1.3683e-06,2.6351e-06
2s2p2,2P,2s24p,2P°,3.0467e-05,1.0413e-05,2.0054e-05
2s2p2,2S,2s22p,2P°,1.6968e-08,7.5415e-09,9.4265e-09
2s2p2,4P,2s22p,2P°,2.7387e+01,2.7756e+00,2.4611e+01
2s2p2,4P,2s2p2,4P,4.2845e+15,4.3422e+14,3.8503e+15
2s2p3d,2D°,2s2p2,2D,1.0791e-06,1.5945e-07,9.1965e-07
2s2p3d,2D°,2s23d,2D,6.3095e-06,9.3230e-07,5.3772e-06
2s2p3d,2D°,2s24d,2D,3.2262e-05,4.7671e-06,2.7495e-05
2s2p3d,2D°,2s25d,2D,7.9225e-05,1.1706e-05,6.7519e-05
2s2p3d,4P°,2s2p2,4P,2.0327e-08,5.9290e-09,1.4398e-08
2s2p3p,2P,2s22p,2P°,1.0011e-08,3.4405e-09,6.5705e-09
2s2p3p,2P,2s23p,2P°,8.6385e-07,2.9688e-07,5.6697e-07
2s2p3p,2P,2s24p,2P°,3.4077e-06,1.1711e-06,2.2366e-06
2s2p3s,4P°,2s2p2,4P,1.5260e-08,4.4862e-09,1.0774e-08
2s2p4p,2P,2s22p,2P°,1.3889e-07,4.7102e-08,9.1788e-08
2s2p4p,2P,2s23p,2P°,1.1625e-06,3.9424e-07,7.6826e-07
2s2p4p,2P,2s24p,2P°,6.0297e-06,2.0449e-06,3.9848e-06
