Upper Level Conf,Upper Level Term,Lower Level Conf,Lower Level Term,average_partial_lifetime,re_partial_lifetime,difference
3s23p2,1D,3s23p2,3P,8.4026e+05,3.6662e+02,8.3989e+05
3s23p2,1S,3s23p2,1D,1.0000e+00,9.7407e-01,2.5934e-02
3s23p2,1S,3s23p2,3P,6.6341e+02,6.4621e+02,1.7205e+01
3s23p2,3P,3s23p2,3P,9.5516e+08,7.2482e+04,9.5509e+08
3s23p3d,1D°,3s23p2,1D,2.2573e-08,2.2573e-08,0.0000e+00
3s23p3d,1F°,3s23p2,1D,3.3670e-09,3.3668e-09,1.5887e-13
3s23p3d,1F°,3s23p2,3P,2.0000e-07,1.9999e-07,9.4367e-12
3s23p3d,1F°,3s23p4p,1D,4.4444e-07,4.4442e-07,2.0970e-11
3s23p3d,1F°,3s23p4p,3P,1.6502e-05,1.6501e-05,7.7862e-10
3s23p3d,1F°,3s23p4p,3D,6.8452e-05,6.8449e-05,3.2298e-09
3s23p3d,1P°,3s23p2,1S,9.4340e-09,9.4247e-09,9.3045e-12
3s23p3d,1P°,3s23p2,1D,2.8011e-08,2.7983e-08,2.7627e-11
3s23p3d,1P°,3s23p4p,1P,2.4038e-07,2.4014e-07,2.3708e-10
3s23p3d,1P°,3s23p4p,1S,4.0323e-06,4.0283e-06,3.9770e-09
3s23p3d,1P°,3s23p4p,1D,6.5789e-06,6.5724e-06,6.4886e-09
3s23p3d,3D°,3s23p2,3P,2.6905e-08,3.3440e-09,2.3561e-08
3s23p3d,3D°,3s23p4p,3D,1.1213e-06,1.3937e-07,9.8193e-07
3s23p3d,3D°,3s23p4p,3P,1.1919e-06,1.4814e-07,1.0438e-06
3s23p3d,3D°,3s23p2,1D,1.0958e-05,1.3620e-06,9.5960e-06
3s23p3d,3D°,3s23p4p,1S,3.6101e-05,4.4870e-06,3.1614e-05
3s23p3d,3F°,3s23p4p,1P,2.6385e-04,8.6934e-06,2.5516e-04
3s23p3d,3F°,3s23p4p,3D,2.6806e-04,8.8321e-06,2.5923e-04
