Upper Level Conf,Upper Level Term,Lower Level Conf,Lower Level Term,average_partial_lifetime,re_partial_lifetime,difference
5d26s,2P,6s26p,2P°,4.0366e-07,4.6685e-08,3.5697e-07
5d6s6p,2D°,5d6s2,2D,3.9790e-06,3.3733e-08,3.9453e-06
5d6s6p,2F°,5d6s2,2D,4.3596e-08,4.4056e-08,-4.6000e-10
5d6s6p,2P°,5d6s2,2D,2.9715e-08,6.2661e-09,2.3449e-08
5d6s6p,4D°,5d6s2,2D,4.5608e-06,1.5922e-06,2.9686e-06
5d6s6p,4F°,5d6s2,2D,4.0968e-06,5.1332e-07,3.5835e-06
5d6s6p,4P°,5d6s2,2D,3.9142e-06,1.1395e-06,2.7747e-06
6s25f,2F°,5d6s2,2D,4.3197e-08,4.3197e-08,0.0000e+00
6s26d,2D,6s26p,2P°,2.7210e-08,1.0214e-08,1.6996e-08
6s27p,2P°,5d6s2,2D,1.1698e-08,7.8847e-09,3.8133e-09
6s27s,2S,6s26p,2P°,2.5829e-08,1.2346e-08,1.3483e-08
