Upper Level Conf,Upper Level Term,average_total_lifetime,average_Ek,var_Ek,var_total_lifetime,count
5p56s5d,4P°,2.3585e-08,1.0624e+05,,,1
5p65d,2D,1.0949e-06,1.4548e+04,4.7615e+03,6.8833e-14,2
5p66p,2P°,3.2713e-08,1.1455e+04,1.5348e+05,9.8182e-18,2
5p67p,2P°,9.0205e-07,2.1856e+04,1.6389e+04,2.5546e-13,2
5p68p,2P°,6.8376e-06,2.5750e+04,3.4174e+03,3.6526e-11,2
