Upper Level Conf,Upper Level Term,average_total_lifetime,average_Ek,var_Ek,var_total_lifetime,count
3d24p,2D°,1.8798e-08,3.7269e+04,1.1291e+07,2.3651e-16,6
3d24p,2F°,3.4178e-07,3.6732e+04,1.8780e+07,2.3595e-13,5
3d24p,2P°,1.5042e-08,4.0627e+04,1.6530e+07,3.4085e-17,4
3d24s,2S,2.1381e-06,2.6937e+04,,,1
3d24p,2G°,2.1158e-08,3.3104e+04,4.5342e+03,5.5810e-21,2
3d24p,4D°,1.5872e-07,3.4066e+04,4.5740e+06,6.6578e-14,6
3d24p,4F°,1.2045e-08,3.1254e+04,5.9696e+03,4.9838e-21,4
3d24p,4G°,1.8721e-08,2.9153e+04,1.4722e+04,5.0732e-20,4
3d25p,2D°,4.6552e-08,4.7272e+04,3.6139e+03,2.3781e-17,2
3d24s,2P,1.5577e-05,2.0701e+04,7.3816e+02,6.1879e-14,2
3d3,4F,7.3972e-08,3.3781e+04,6.1597e+02,1.1735e-18,2
3d4s4p,2D°,2.5064e-07,2.0500e+04,2.6292e+07,8.1027e-14,4
3d4s4p,2F°,4.7944e-07,2.3357e+04,7.0429e+06,3.1877e-13,4
3d4s4p,2P°,1.6360e-08,2.7648e+04,1.1936e+07,2.6475e-16,4
3d4s5p,2D°,3.4976e-08,4.3211e+04,3.3717e+03,7.4778e-19,2
3d4s5p,2F°,2.4758e-07,4.2959e+04,8.0076e+02,1.8233e-15,2
3d4s5p,2P°,1.3091e-07,4.1673e+04,1.6938e+06,6.8308e-15,4
3d4s4d,4D,7.4056e-09,3.9759e+04,1.5405e+03,1.3051e-22,3
3d4s4d,4F,9.9934e-09,4.0560e+04,1.7281e+03,9.2910e-22,3
3d4s4d,4G,6.9881e-09,3.9903e+04,,,1
3d4s4p,4D°,2.3510e-06,1.6096e+04,9.3854e+03,2.5703e-12,4
3d4s4p,4F°,8.9398e-06,1.5834e+04,2.3806e+04,1.3726e-11,4
3d4s5s,4D,1.0796e-08,3.4465e+04,6.0103e+03,5.8152e-20,4
4s24p,2P°,1.7946e-06,1.8783e+04,1.0470e+04,6.6023e-14,2
