Upper Level Conf,Upper Level Term,average_total_lifetime,average_Ek,var_Ek,var_total_lifetime,count
3s23p4f,2[7/2],2.3088e-02,5.8912e+04,3.0285e+04,7.9977e-05,2
3s23p4f,2[3/2],5.7985e-03,5.9191e+04,1.8727e-01,6.7243e-05,2
3s23p4f,2[5/2],7.5161e-03,5.9110e+04,4.3524e-01,1.6987e-05,2
3s23p4f,2[9/2],1.0730e-02,5.9132e+04,,,1
3s23p5f,2[3/2],5.4568e-07,6.1648e+04,1.3261e-01,3.1363e-13,2
3s23p5f,2[9/2],9.8174e-08,6.1614e+04,,,1
3s23p2,1D,3.6662e+02,6.2989e+03,,,1
3s23p2,1S,9.7260e-01,1.5394e+04,,,1
3s23p2,3P,7.2482e+04,1.5014e+02,1.0664e+04,4.7492e+09,2
3s23p3d,1D°,2.2573e-08,4.7352e+04,,,1
3s23p3d,1F°,3.2858e-09,5.3362e+04,,,1
3s23p3d,1P°,6.8304e-09,5.3387e+04,,,1
3s23p3d,3D°,3.1855e-09,5.4216e+04,1.3964e+03,2.2222e-21,3
3s23p3d,3F°,4.3811e-06,4.9946e+04,1.0522e+04,1.6481e-14,3
3s23p3d,3P°,1.1548e-08,5.0556e+04,2.7094e+03,2.9939e-20,3
3s23p4d,1D°,3.4119e-08,5.6503e+04,,,1
3s23p4d,1F°,7.5838e-09,5.8893e+04,,,1
3s23p4d,1P°,2.4483e-09,5.8802e+04,,,1
3s23p4d,3D°,7.4696e-09,5.9069e+04,1.9575e+03,1.6776e-18,3
3s23p4d,3F°,5.8434e-08,5.7469e+04,1.1418e+04,9.9468e-20,3
3s23p4d,3P°,5.9904e-08,5.6708e+04,4.9821e+02,1.0520e-18,3
3s23p4p,1D,4.5582e-08,5.0189e+04,,,1
3s23p4p,1P,1.0796e-07,4.7284e+04,,,1
3s23p4p,1S,4.4248e-08,5.1612e+04,,,1
3s23p4p,3D,5.8006e-08,4.8129e+04,1.5440e+04,1.7201e-19,3
3s23p4p,3P,3.9467e-08,4.9093e+04,7.1892e+03,2.2065e-20,3
3s23p4p,3S,4.4292e-08,4.9400e+04,,,1
3s23p4s,1P°,4.2995e-09,4.0992e+04,,,1
3s23p4s,3P°,4.4999e-09,3.9800e+04,1.9634e+04,8.7811e-23,3
3s23p5d,1D°,5.8810e-08,6.0301e+04,,,1
3s23p5d,1F°,8.4041e-09,6.1423e+04,,,1
3s23p5d,1P°,3.2584e-07,6.1306e+04,,,1
3s23p5d,3D°,7.0294e-09,6.1511e+04,4.0294e+03,1.0256e-17,3
3s23p5d,3F°,1.1673e-07,6.0733e+04,1.0934e+04,3.4726e-18,3
3s23p5d,3P°,2.9061e-06,6.1913e+04,3.9089e+03,5.2854e-14,3
3s23p5p,1D,1.4733e-07,5.7798e+04,,,1
3s23p5p,1P,7.4953e-07,5.6780e+04,,,1
3s23p5p,1S,1.3351e-07,5.8312e+04,,,1
3s23p5p,3D,2.6741e-07,5.7065e+04,1.3738e+04,1.2552e-16,3
3s23p5p,3P,1.4953e-07,5.7364e+04,8.3728e+03,1.1683e-16,3
3s23p5p,3S,1.1968e-07,5.7542e+04,,,1
3s23p5s,1P°,8.8250e-09,5.4871e+04,,,1
3s23p5s,3P°,1.2424e-08,5.4362e+04,2.1817e+04,1.0564e-17,3
3s23pnd,a 3P°,1.2454e-08,5.9990e+04,4.2274e+03,7.6936e-19,3
3s3p3,3D°,2.2018e-08,4.5297e+04,5.3089e+02,1.3696e-21,3
3s3p3,5S°,2.2727e-04,3.3326e+04,,,1
