Upper Level Conf,Upper Level Term,average_total_lifetime,average_Ek,var_Ek,var_total_lifetime,count
5d106s6d,1D,3.2258e-08,7.1333e+04,,,1
5d106s6d,3D,1.2311e-08,7.1388e+04,2.3165e+03,4.4000e-17,3
5d106s6p,1P°,1.3405e-09,5.4069e+04,,,1
5d106s6p,3P°,1.1905e-07,3.9412e+04,,,1
5d106s7d,1D,4.1017e-08,7.7064e+04,,,1
5d106s7d,3D,4.8406e-08,7.7107e+04,5.0545e+02,2.7263e-15,3
5d106s7p,1P°,1.5699e-08,7.1295e+04,,,1
5d106s7p,3P°,2.3862e-08,7.0129e+04,8.7803e+05,1.5126e-17,3
5d106s7s,1S,3.2154e-08,6.3928e+04,,,1
5d106s7s,3S,7.9352e-09,6.2350e+04,,,1
5d106s8d,1D,2.3256e-06,7.9661e+04,,,1
5d106s8d,3D,5.6324e-07,7.9684e+04,6.7164e+01,2.3922e-13,2
5d106s8p,1P°,1.6667e-06,7.6863e+04,,,1
5d106s8p,3P°,6.2500e-07,7.6823e+04,,,1
5d106s8s,1S,1.4493e-07,7.4405e+04,,,1
5d106s8s,3S,2.5889e-08,7.3961e+04,,,1
5d96s26p,2[3/2]°,1.7121e-06,7.3850e+04,4.9269e+07,5.2567e-12,2
