Upper Level Conf,Upper Level Term,average_total_lifetime,average_Ek,var_Ek,var_total_lifetime,count
4s24p45p,2[1]°,2.1043e-07,8.0615e+04,1.9444e+07,1.4595e-13,8
4s24p45p,2[2]°,3.7641e-08,8.0632e+04,3.9609e+07,1.4798e-16,6
4s24p45p,2[3]°,3.3181e-08,8.1376e+04,4.4353e+07,3.6497e-17,4
4s24p45s,2[2],4.5612e-08,7.0036e+04,4.6206e+07,7.4928e-15,4
4s24p45s,2[0],6.6667e-10,6.8970e+04,,,1
4s24p45p,2[0]°,3.2154e-08,7.8076e+04,,,1
4s24p45s,2[1],1.2273e-08,6.7034e+04,4.4913e+04,1.1942e-16,2
4s24p46p,2[1]°,7.0972e-06,8.6963e+04,3.5821e+06,1.2486e-10,3
4s24p45d,2[4],5.8824e-07,8.7192e+04,,,1
4s24p46p,2[2]°,1.2105e-06,8.5557e+04,1.7689e+03,5.9157e-13,2
4s24p46p,2[3]°,1.7479e-05,8.5792e+04,1.6560e+03,5.7822e-10,2
4s24p5,2P°,1.1111e+00,3.6852e+03,,,1
4s4p6,2S,1.6667e-07,8.4826e+04,,,1
