Upper Level Conf,Upper Level Term,average_total_lifetime,average_Ek,var_Ek,var_total_lifetime,count
2s22p33p,1D,3.1665e-07,1.2261e+05,7.1567e+07,1.7624e-13,2
2s22p33p,1F,3.4130e-08,1.1400e+05,,,1
2s22p33p,1P,2.2884e-07,1.2044e+05,1.0459e+08,6.9267e-14,2
2s22p33p,3D,6.8489e-07,1.2029e+05,5.8729e+07,5.1379e-13,6
2s22p33s,1D°,1.8935e-09,1.0266e+05,,,1
2s22p33s,3D°,4.4241e-09,1.0115e+05,1.0164e+02,2.7002e-23,3
2s22p34s,3D°,1.7033e-08,1.2243e+05,1.1613e+02,2.8856e-21,3
2s22p33d,1D°,8.5470e-09,1.2432e+05,,,1
2s22p33d,1F°,8.1301e-09,1.2433e+05,,,1
2s22p33d,3P°,2.8776e-08,1.2335e+05,2.1107e+03,8.4850e-22,3
2s22p33d,3S°,7.7777e-09,1.2434e+05,,,1
2s22p34d,1D°,1.4970e-08,1.2973e+05,,,1
2s22p34d,1F°,1.4184e-08,1.2974e+05,,,1
2s22p34d,3P°,4.7176e-09,1.2998e+05,5.4428e+01,1.1065e-22,3
2s22p34d,3S°,2.0796e-08,1.2974e+05,,,1
2s22p34s,1D°,7.5188e-09,1.2280e+05,,,1
2s22p33d,1P°,4.9020e-08,1.2427e+05,,,1
2s22p33d,3D°,1.7592e-08,1.1990e+05,3.1782e+08,3.8869e-17,9
2s22p34d,1P°,5.8824e-08,1.2968e+05,,,1
2s22p34d,3D°,3.9238e-08,1.2532e+05,3.1763e+08,3.4769e-16,9
2s22p33s,1P°,1.4045e-09,1.1592e+05,,,1
2s22p33s,3P°,1.4670e-09,1.1392e+05,7.0234e+01,1.5408e-24,3
2s22p33d,5D°,2.2455e-08,9.7421e+04,2.2834e-02,5.7300e-22,5
2s22p33p,3P,3.1055e-08,8.8631e+04,1.4163e-01,3.2468e-25,3
2s22p33p,5P,2.7100e-08,8.6628e+04,8.3422e+00,1.7622e-26,3
2s22p33s,3S°,1.6351e-09,7.6795e+04,,,1
2s22p33s,5S°,1.7986e-04,7.3768e+04,,,1
2s22p34d,5D°,7.1066e-08,1.0287e+05,5.2343e-03,1.4647e-21,5
2s22p34f,3F,6.7794e-08,1.0297e+05,0.0000e+00,2.2320e-20,3
2s22p34f,5F,6.7697e-08,1.0297e+05,0.0000e+00,1.0805e-20,5
2s22p34p,3P,1.7114e-07,9.9681e+04,3.1740e-02,1.8067e-21,3
2s22p34p,5P,1.8943e-07,9.9094e+04,8.9608e-01,9.3178e-20,3
2s22p34s,3S°,5.2378e-09,9.6225e+04,,,1
2s22p34s,5S°,3.7397e-08,9.5477e+04,,,1
2s22p4,1D,1.3377e+02,1.5868e+04,,,1
2s22p4,1S,7.4870e-01,3.3793e+04,,,1
2s22p4,3P,3.4183e+04,1.9262e+02,2.3607e+03,1.0543e+09,2
2s2p5,3P°,1.5190e-09,1.2633e+05,3.4878e+03,1.7728e-24,3
