Upper Level Conf,Upper Level Term,average_total_lifetime,average_Ek,var_Ek,var_total_lifetime,count
2s22p43p,2F°,1.9048e-08,1.3759e+05,4.0221e+01,1.0531e-20,2
2s22p43s,2D,3.4914e-09,1.2392e+05,3.9338e-01,1.7582e-19,2
2s22p43d,2D,3.3973e-08,1.2818e+05,3.1482e+03,3.6674e-17,2
2s22p43d,2F,2.3556e-08,1.2846e+05,1.1402e+05,4.3882e-18,2
2s22p43d,2P,4.2198e-08,1.2862e+05,1.8447e+04,1.2347e-16,2
2s22p43d,4D,2.5738e-08,1.2811e+05,2.7624e+03,4.0586e-17,4
2s22p43d,4F,2.5380e-08,1.2847e+05,2.9375e+04,1.4622e-17,4
2s22p43d,4P,3.1480e-08,1.2849e+05,1.8734e+04,6.2449e-17,3
2s22p43p,2D°,2.8994e-08,1.1775e+05,3.1250e+04,1.7001e-19,2
2s22p43p,2P°,1.7450e-08,1.1901e+05,1.0515e+04,3.1019e-20,2
2s22p43p,2S°,1.9810e-08,1.1841e+05,,,1
2s22p43p,4D°,2.1681e-08,1.1721e+05,3.1485e+04,8.3467e-19,4
2s22p43p,4P°,2.2056e-08,1.1603e+05,1.2766e+04,1.2668e-18,3
2s22p43p,4S°,1.5017e-08,1.1843e+05,,,1
2s22p43s,2P,1.3996e-09,1.0489e+05,5.2887e+04,1.7267e-23,2
2s22p44s,4P,1.0204e-07,1.2564e+05,,,1
2s22p5,2P°,8.4246e+02,4.0414e+02,,,1
