Upper Level Conf,Upper Level Term,average_total_lifetime,average_Ek,var_Ek,var_total_lifetime,count
5d26s26p,z 4D°,8.0230e-07,1.9836e+04,3.5455e+06,1.1356e-13,2
5d26s26p,z 2D°,8.1301e-07,2.0772e+04,,,1
5d36s6p,y 4D°,1.3424e-07,2.6670e+04,1.7881e+06,4.9226e-16,3
5d36s6p,z 4F°,4.9148e-07,2.2609e+04,1.1371e+06,2.7892e-15,2
5d36s6p,z 6D°,1.4389e-07,2.7020e+04,2.9610e+06,1.3517e-15,4
5d36s6p,z 6F°,2.8187e-07,2.8227e+04,3.7458e+06,4.9674e-16,3
5d36s6p,y 6D°,6.8266e-08,3.2415e+04,2.9450e+06,2.0597e-16,3
5d36s6p,z 4S°,7.9491e-08,3.0895e+04,,,1
5d36s6p,z 6P°,6.8985e-08,3.2075e+04,1.1454e+06,2.6688e-16,3
5d46p,x 6D°,6.8027e-09,4.5256e+04,,,1
5d46p,y 6F°,2.0202e-08,4.0044e+04,4.7230e+06,8.1624e-18,2
