Upper Level Conf,Upper Level Term,average_total_lifetime,average_Ek,var_Ek,var_total_lifetime,count
4f6p,3K,2.2936e-08,2.5860e+04,,,1
4f6p,5H,2.6254e-08,2.4148e+04,,,1
4f6p,5I,2.5917e-08,2.2482e+04,1.7669e+06,1.2982e-16,6
4f6p,5K,3.3039e-08,2.1225e+04,1.7752e+06,1.5594e-16,4
4f2,"(4,1)°",1.7876e-08,2.3861e+04,3.3550e+03,1.2410e-17,2
