Upper Level Conf,Upper Level Term,average_total_lifetime,average_Ek,var_Ek,var_total_lifetime,count
4s24p54d,2[3/2]°,7.3807e-08,1.0260e+05,7.2003e+06,1.3317e-14,3
4s24p54d,2[5/2]°,3.0279e-07,1.0046e+05,6.6694e+06,1.2497e-13,3
4s24p55p,2[1/2],2.8484e-08,9.5509e+04,1.2617e+07,4.5727e-17,4
4s24p55p,2[3/2],2.8740e-08,9.5407e+04,7.4717e+06,1.0627e-18,4
4s24p55s,2[1/2]°,3.2362e-09,8.5847e+04,,,1
4s24p56p,2[1/2],6.6373e-07,1.0600e+05,9.6607e+06,2.1851e-13,4
4s24p56p,2[3/2],6.7951e-07,1.0592e+05,8.8955e+06,3.5600e-14,4
4s24p56s,2[1/2]°,3.7539e-08,1.0512e+05,1.5114e+03,4.0903e-16,2
4s24p54d,2[1/2]°,9.0090e-08,9.7085e+04,,,1
4s24p54d,2[7/2]°,1.1136e-07,9.8226e+04,,,1
4s24p55d,2[1/2]°,4.7538e-08,1.0394e+05,3.6904e+04,1.1761e-15,2
4s24p55d,2[3/2]°,8.9697e-08,1.0533e+05,2.0556e+05,1.3803e-14,2
4s24p55d,2[5/2]°,2.5142e-07,1.0519e+05,1.0115e+03,1.2169e-15,2
4s24p55d,2[7/2]°,1.3686e-07,1.0477e+05,4.0872e+04,5.4573e-16,2
4s24p55p,2[5/2],2.9870e-08,9.2301e+04,8.4206e+01,9.4141e-18,2
4s24p55s,2[3/2]°,1.4124e+01,8.0444e+04,4.4654e+05,3.9899e+02,2
4s24p56d,2[1/2]°,9.2520e-08,1.0764e+05,2.6319e+03,8.1762e-16,2
4s24p56d,2[3/2]°,7.9648e-08,1.0803e+05,1.0666e+05,1.0101e-14,2
4s24p56d,2[5/2]°,3.5053e-07,1.0802e+05,1.4324e+03,4.8308e-15,2
4s24p56d,2[7/2]°,1.8237e-07,1.0783e+05,4.8032e+03,2.0471e-15,2
4s24p56p,2[5/2],7.8577e-07,1.0312e+05,1.5167e+01,4.0483e-16,2
4s24p56s,2[3/2]°,2.4656e-08,9.9760e+04,3.5689e+04,9.5720e-16,2
