Upper Level Conf,Upper Level Term,average_total_lifetime,average_Ek,var_Ek,var_total_lifetime,count
3d34s24p,v 3G°,1.3846e-07,5.3866e+04,7.5398e+03,7.5740e-15,2
3d4,x 3H°,1.7500e-07,5.2924e+04,3.0565e+03,1.1250e-14,2
3d4,3K°,1.6129e-08,5.4800e+04,,,1
3d4,u 3H°,6.1584e-08,5.5891e+04,5.4979e+02,1.7200e-15,2
3d4,y 3I°,1.2500e-07,5.2626e+04,2.3644e+03,3.4722e-15,2
3d4,u 3P°,7.4866e-08,5.7110e+04,1.0046e+03,5.1474e-16,2
3d4,t 3F°,6.4847e-08,5.7277e+04,3.2958e+03,5.2340e-16,3
3d4,3G°,1.1272e-07,5.4853e+04,9.0980e+06,7.8674e-15,2
3d4,1D°,3.4483e-08,4.9598e+04,,,1
3d4,3D°,2.4589e-07,4.8227e+04,4.9671e+02,2.4225e-14,3
3d4,3F°,1.5625e-07,4.8636e+04,,,1
3d4,w 5D°,5.3623e-08,4.6360e+04,2.6300e+03,3.0781e-16,4
3d4,x 5F°,6.2003e-08,4.5255e+04,1.8338e+03,2.0450e-15,5
3d4,y 5G°,1.6223e-07,4.4523e+04,9.9611e+04,3.4867e-16,2
3d4,w 3F°,4.0371e-08,5.0967e+04,7.3944e+03,2.8500e-18,3
3d4,w 5F°,1.1941e-07,4.6694e+04,3.4512e+02,7.9797e-15,5
3d4,w 5G°,5.5703e-07,4.9546e+04,1.4168e+03,9.0059e-14,2
3d4,x 5H°,1.4085e-06,4.7794e+04,,,1
3d4,w 3I°,1.3333e-08,5.9884e+04,,,1
3d4,x 5G°,1.9507e-07,4.7163e+04,5.8234e+03,6.0944e-14,5
3d4,y 3H°,1.9381e-07,4.8348e+04,7.2206e+03,7.9078e-17,3
3d4,z 3G°,8.5895e-08,4.6913e+04,4.8794e+03,2.0736e-15,3
3d4,z 3I°,1.6393e-07,4.7693e+04,,,1
3d4,z 5H°,3.8530e-07,4.2222e+04,3.3416e+04,2.2241e-14,3
3d4,x 3S°,1.2048e-07,6.0084e+04,,,1
3d4,v 5P°,4.8165e-08,4.4885e+04,4.9890e+04,1.3703e-16,3
3d4,x 3D°,1.0923e-07,4.8934e+04,1.7600e+04,4.9745e-16,2
3d4,x 3P°,1.6129e-07,4.8459e+04,,,1
3d4,x 5D°,9.9692e-09,4.2501e+04,7.8686e+04,3.6133e-18,5
3d4,z 3S°,5.2632e-07,4.7088e+04,,,1
3d4,x 5P°,7.3867e-09,4.0985e+04,3.2017e+03,1.6753e-17,3
3d4,y 5D°,8.1410e-09,4.1456e+04,5.1021e+04,7.2533e-17,5
3d4,y 5F°,8.4618e-09,4.1116e+04,3.8640e+04,3.9913e-17,5
3d4,y 5P°,7.1587e-08,2.9610e+04,4.1256e+04,2.1854e-17,3
3d4,y 7P°,6.5265e-09,2.7828e+04,1.0700e+04,9.9632e-20,3
3d4,z 3P°,2.8882e-07,3.3830e+04,9.0745e+03,4.2610e-14,2
3d4,z 5D°,8.6931e-08,3.3558e+04,3.6506e+04,1.0191e-16,5
3d4,z 5F°,8.9130e-08,3.1000e+04,3.9069e+04,1.8095e-16,5
3d4,z 7D°,2.7269e-05,2.7458e+04,2.3070e+04,7.2076e-10,4
3d44s5p,r 5D°,7.1429e-09,5.8293e+04,,,1
3d44s5p,s 5D°,2.5641e-08,5.3641e+04,,,1
3d44s5s,e 3D,1.0417e-07,5.5090e+04,2.6502e+04,8.6806e-16,2
3d44s5s,e 5H,2.0408e-08,6.4940e+04,,,1
3d44s5s,f 5D,1.0486e-07,4.8681e+04,1.7998e+04,1.3316e-14,3
3d44s5s,f 7D,1.5096e-08,4.6671e+04,4.1861e+04,4.1203e-18,5
3d54p,v 3F°,3.5539e-08,5.5100e+04,2.3001e+04,7.5091e-17,2
3d54p,t 3G°,5.4330e-08,5.7616e+04,5.8733e+03,9.9171e-16,3
3d54p,s 3G°,3.4327e-08,6.0486e+04,6.4775e+02,6.4374e-17,2
3d54p,s 3H°,1.0309e-07,6.1192e+04,,,1
3d54p,x 1H°,9.0909e-08,6.0005e+04,,,1
3d54p,t 3H°,3.3482e-08,5.8752e+04,1.1051e+03,9.9649e-18,2
3d54p,x 1I°,1.6892e-08,6.0441e+04,,,1
3d54p,x 3I°,7.5695e-09,5.5742e+04,3.1753e+03,4.1781e-20,3
3d54p,y 1H°,3.7037e-08,5.5945e+04,,,1
3d54p,y 1I°,1.5625e-08,5.5517e+04,,,1
3d54p,z 1K°,4.0000e-07,5.4970e+04,,,1
3d54p,z 3K°,1.8736e-08,5.4407e+04,8.2321e+03,8.2284e-18,3
3d54p,s 5F°,4.7346e-08,5.0161e+04,1.5600e+04,3.9522e-16,3
3d54p,t 5P°,1.4925e-08,4.9812e+04,,,1
3d54p,u 5D°,1.2970e-08,5.0557e+04,,,1
3d54p,w 3D°,2.5698e-08,5.0185e+04,6.3180e+03,3.9431e-17,3
3d54p,w 3P°,1.9626e-08,5.1237e+04,3.0848e+03,4.7800e-17,3
3d54p,x 3F°,4.4742e-08,4.9641e+04,3.1919e+02,7.1829e-17,3
3d54p,u 3D°,2.4390e-06,5.8725e+04,,,1
3d54p,v 5G°,1.4706e-08,5.6362e+04,,,1
3d54p,u 5F°,1.7084e-08,4.7954e+04,3.0543e+03,6.3913e-17,5
3d54p,y 3F°,1.6228e-08,4.6008e+04,2.1554e+03,1.8788e-17,3
3d54p,y 3G°,2.1454e-08,4.7053e+04,1.5048e+01,3.2375e-17,3
3d54p,y 5H°,7.8325e-08,4.5659e+04,4.9380e+03,2.4294e-14,5
3d54p,z 3H°,1.9269e-08,4.5354e+04,2.4614e+01,5.2092e-18,3
3d54p,z 5G°,4.8239e-08,4.2563e+04,1.3431e+03,2.7359e-18,5
3d55p,u 3F°,1.5658e-07,5.5413e+04,7.3205e+03,2.2718e-14,2
3d55p,v 3H°,2.5398e-08,5.4870e+04,7.0577e+03,6.2697e-16,2
3d54p,u 5P°,9.7521e-09,4.6956e+04,5.2259e+03,1.9008e-17,3
3d54p,v 5D°,5.2100e-08,4.7810e+04,1.7339e+03,2.5984e-15,4
3d54p,y 3D°,3.5974e-08,4.6120e+04,2.4599e+03,1.9182e-16,3
3d54p,y 3P°,2.5352e-08,4.5727e+04,1.1325e+02,1.6726e-19,2
3d54p,y 3S°,1.1806e-08,4.9477e+04,,,1
3d54p,z 5S°,1.1547e-07,4.3125e+04,,,1
3d54d,e 5D,4.1791e-08,4.4080e+04,1.0276e+02,1.3843e-16,3
3d54d,e 7D,3.7872e-08,4.2257e+04,1.0223e+01,9.7395e-16,5
3d54p,z 5P°,1.6714e-08,2.6795e+04,5.2945e+01,5.8321e-20,3
3d54p,z 7P°,3.1976e-08,2.3397e+04,9.4716e+03,2.3794e-19,3
3d55d,g 7D,5.7803e-08,4.7702e+04,,,1
3d55p,w 5P°,4.0249e-09,4.4191e+04,4.4642e+03,7.8765e-20,3
3d55p,x 7P°,1.7181e-07,4.2256e+04,3.4884e+02,5.5370e-16,3
3d55s,e 7S,4.4170e-08,3.6896e+04,,,1
3d56p,w 7P°,8.8384e-07,4.7709e+04,1.0598e+02,1.9131e-15,3
3d56s,f 7S,1.3514e-07,4.5643e+04,,,1
