Upper Level Conf,Upper Level Term,average_total_lifetime,average_Ek,var_Ek,var_total_lifetime,count
6d27p,2D°,7.6998e-09,2.7159e+04,1.5252e+07,6.4763e-18,3
6d27p,2F°,1.5873e-08,3.2778e+04,1.9132e+06,0.0000e+00,2
6d27p,4D°,1.8327e-08,3.2443e+04,3.0496e+06,1.0284e-16,4
6d27p,4F°,1.9011e-08,2.8745e+04,8.3094e+06,8.1376e-17,4
6d27p,4G°,1.4545e-07,2.3687e+04,8.9434e+04,5.9504e-15,2
6d27p,4S°,3.4483e-08,3.2918e+04,,,1
6d7s7p,2D°,9.6729e-08,1.8482e+04,5.6365e+05,2.1399e-17,2
6d7s7p,2F°,6.7244e-08,2.5156e+04,8.8814e+06,9.4589e-15,4
6d7s7p,2P°,8.9932e-09,2.5491e+04,5.4538e+05,3.9564e-17,2
6d7s7p,4D°,4.6097e-07,1.7468e+04,1.4395e+05,3.0466e-15,2
6d7s7p,4F°,4.8630e-07,1.5446e+04,4.1335e+06,1.0529e-13,3
6d7s7p,4P°,2.0000e-07,2.2801e+04,,,1
7s25f,2F°,3.7879e-08,3.4017e+04,2.3571e+05,1.6575e-15,2
7s27p,2P°,4.6455e-07,9.8771e+03,1.1516e+07,8.2786e-14,2
