Upper Level Conf,Upper Level Term,average_total_lifetime,average_Ek,var_Ek,var_total_lifetime,count
3d54s24p,v 5P°,1.0224e-08,4.8140e+04,2.6542e+04,8.1585e-20,3
3d54s24p,y 7P°,2.9734e-07,4.0227e+04,3.4505e+04,2.1222e-14,3
3d6,s 3G°,1.8721e-08,5.5709e+04,6.1621e+04,1.9255e-18,3
3d6,u 3F°,1.1026e-08,5.6745e+04,1.8790e+04,9.8701e-19,3
3d6,v 3H°,1.2976e-08,5.5487e+04,1.5874e+03,1.2263e-17,3
3d6,u 3H°,1.4270e-08,5.6380e+04,2.0001e+03,2.4239e-17,3
3d6,x 3I°,1.7253e-08,5.7067e+04,1.4771e+03,1.2050e-20,3
3d6,5D°,1.0018e-07,5.4096e+04,8.3974e+04,3.6426e-15,2
3d6,5F°,3.8330e-08,5.4014e+04,,,1
3d6,t 3F°,8.5526e-09,5.7596e+04,4.1397e+03,8.4167e-19,2
3d6,t 5P°,3.2258e-07,5.4005e+04,,,1
3d6,r 3G°,1.8797e-09,6.0564e+04,,,1
3d6,1F°,2.7587e-08,5.2787e+04,2.1917e+07,4.9622e-16,2
3d6,v 3D°,3.1066e-08,4.9225e+04,6.8411e+03,1.6659e-16,3
3d6,v 5D°,4.6472e-08,4.4488e+04,1.3512e+05,1.1809e-15,5
3d6,w 5F°,4.3160e-08,4.4375e+04,1.4493e+04,2.7991e-17,5
3d6,x 1G°,3.5733e-08,5.0614e+04,,,1
3d6,x 3F°,3.1989e-08,4.8533e+04,8.7012e+06,6.7617e-16,4
3d6,x 3G°,6.4010e-08,4.7827e+04,1.6531e+02,1.0790e-15,3
3d6,x 5G°,2.7850e-08,4.5809e+04,2.0738e+04,4.4171e-18,5
3d6,t 3G°,1.0975e-08,5.4274e+04,9.6177e+04,9.1030e-19,3
3d6,v 5F°,1.3007e-08,4.8050e+04,8.5695e+04,1.7920e-17,5
3d6,w 1G°,1.0634e-08,5.4811e+04,,,1
3d6,w 5G°,3.8057e-08,4.7580e+04,3.7114e+04,2.0812e-16,5
3d6,x 3H°,7.9454e-07,5.1167e+04,4.4486e+04,1.1661e-12,3
3d6,y 5H°,1.4695e-07,4.8356e+04,1.4957e+04,5.7186e-16,3
3d6,3I°,2.2372e-09,5.8942e+04,2.1566e+04,1.6249e-19,3
3d6,t 3H°,3.0181e-09,6.0557e+04,3.8460e+04,2.5353e-18,3
3d6,1H°,4.5440e-08,5.1630e+04,,,1
3d6,x 1D°,4.5045e-07,5.1762e+04,,,1
3d6,y 1G°,2.1107e-08,4.8703e+04,,,1
3d6,y 3G°,6.2316e-08,4.5429e+04,1.7973e+04,3.5143e-17,3
3d6,y 5G°,2.1982e-08,4.3013e+04,2.9228e+04,1.8465e-17,5
3d6,z 3H°,3.8586e-08,4.7032e+04,4.2869e+03,1.6866e-17,3
3d6,z 3I°,2.1089e-07,4.6047e+04,6.5250e+03,1.3620e-16,3
3d6,z 5H°,1.7265e-07,4.3142e+04,2.8764e+04,3.5758e-14,3
3d6,1D°,9.3809e-08,4.7420e+04,,,1
3d6,w 5D°,9.3579e-09,4.4095e+04,1.5614e+05,2.6301e-18,5
3d6,x 3D°,2.1102e-08,4.5351e+04,3.1037e+04,2.5568e-18,3
3d6,x 5P°,5.6691e-08,4.2824e+04,7.5574e+04,1.0579e-15,3
3d6,y 3P°,1.9530e-08,4.6767e+04,1.4348e+04,9.5454e-17,3
3d6,z 3S°,3.4843e-08,4.6601e+04,,,1
3d6,z 5S°,3.6839e-08,4.0895e+04,,,1
3d6,x 5D°,2.7883e-09,4.0145e+04,1.2374e+05,1.7969e-19,5
3d6,x 5F°,2.0009e-09,4.0769e+04,1.2261e+05,1.9004e-23,5
3d6,y 5P°,5.9643e-09,3.7111e+04,1.0483e+05,6.2020e-20,3
3d6,z 3D°,2.4548e-07,3.1649e+04,9.5527e+04,7.5936e-17,3
3d6,z 3F°,9.7570e-07,3.1749e+04,1.7325e+05,3.9168e-14,3
3d6,z 3P°,8.6048e-08,3.4288e+04,9.6770e+04,1.7972e-15,3
3d6,z 5D°,8.5117e-08,2.6282e+04,7.0104e+04,1.1262e-17,5
3d6,z 5F°,6.6141e-08,2.7332e+04,1.0101e+05,1.0334e-17,5
3d6,z 5P°,3.8109e-08,2.9419e+04,1.1623e+05,9.3064e-19,3
3d6,z 7D°,3.7394e-04,1.9720e+04,7.2318e+04,4.0596e-08,5
3d6,z 7F°,4.1435e-04,2.3007e+04,5.1000e+04,8.6711e-07,6
3d6,z 7P°,4.2839e-04,2.4133e+04,1.5990e+05,3.7947e-07,3
3d64d,g 5G,1.4993e-07,5.8466e+04,1.1112e+05,1.1016e-14,5
3d64d,i 5D,5.3397e-08,5.7829e+04,1.9292e+04,5.1415e-15,3
3d65s,e 3D,1.7109e-08,5.1691e+04,1.4078e+05,1.0530e-17,3
3d65s,g 5D,2.3333e-08,5.1929e+04,1.4090e+05,1.2601e-16,5
3d64d,e 5G,1.1465e-08,5.0959e+04,1.2308e+05,3.0807e-18,5
3d64d,e 5P,3.5314e-08,5.1975e+04,1.4762e+04,6.0427e-16,3
3d64d,e 7F,2.5037e-07,5.1009e+04,1.3440e+05,3.5735e-13,6
3d64d,e 7G,6.7823e-09,5.1350e+04,5.1248e+04,4.9878e-19,6
3d64d,e 7P,8.1214e-09,5.0649e+04,3.8341e+04,3.8401e-18,3
3d64d,e 7S,7.1932e-09,5.1570e+04,,,1
3d64d,f 5D,1.6012e-08,5.0703e+04,5.3856e+04,9.0399e-17,5
3d64d,f 5F,2.2440e-08,5.1526e+04,6.8316e+04,1.4950e-16,5
3d64d,f 7D,6.6794e-09,5.0819e+04,7.0320e+04,5.2313e-19,5
3d65p,t 5D°,3.3033e-07,5.1356e+04,7.6577e+04,1.2734e-13,3
3d65p,u 5F°,4.5455e-08,5.1619e+04,,,1
3d65p,u 5P°,3.9231e-08,5.1818e+04,3.1947e+04,1.1834e-18,2
3d65s,e 5D,2.0920e-08,4.5235e+04,1.3903e+05,1.1488e-16,5
3d65s,e 7D,8.5488e-09,4.3362e+04,1.4458e+05,3.9247e-20,5
3d66s,g 7D,2.3515e-08,5.3963e+04,5.2451e+04,1.3408e-18,2
3d64s4d,5P,3.0303e-07,5.8213e+04,,,1
3d64s2,a 1I,7.6336e+00,2.9313e+04,,,1
3d64s2,a 3H,1.0309e+02,1.9788e+04,,,1
3d64s2,a 3P2,2.0213e+00,1.9323e+04,7.2815e+05,1.4516e-01,3
3d64s2,a 5D,2.8008e+03,7.4654e+02,6.1589e+04,1.4621e+07,4
3d64s2,b 1G2,3.5461e+00,2.9799e+04,,,1
3d64s2,b 3D,4.2383e+00,2.9350e+04,7.0951e+02,7.6557e-01,3
3d64s2,b 3F2,3.6862e+00,2.0852e+04,3.9972e+04,4.8232e+00,3
3d74p,t 3D°,1.0595e-08,5.2585e+04,1.1111e+05,1.5430e-17,3
3d74p,v 3F°,8.3362e-08,5.1290e+04,6.8771e+03,1.7437e-15,3
3d74p,v 3P°,9.5908e-09,5.3073e+04,4.9187e+04,2.9655e-18,2
3d74p,w 1D°,4.8900e-09,5.5754e+04,,,1
3d74p,x 1F°,2.2051e-08,5.3763e+04,,,1
3d74s,a 1D,3.8023e+00,2.8605e+04,,,1
3d74s,a 3D,3.0810e+00,2.6418e+04,3.9860e+04,1.9368e-02,3
3d74p,v 3G°,1.1415e-08,4.9646e+04,3.8223e+04,1.9765e-20,3
3d74p,w 3F°,1.8330e-08,4.9262e+04,2.6546e+04,1.9435e-17,3
3d74p,y 3H°,1.1454e-08,4.9589e+04,2.1627e+04,3.5733e-20,3
3d74p,z 1F°,2.2242e-08,5.0587e+04,,,1
3d74p,z 1G°,5.7803e-08,4.7453e+04,,,1
3d74p,z 1H°,1.7136e-08,4.8383e+04,,,1
3d74s,a 1G,9.5238e+00,2.4575e+04,,,1
3d74s,a 3G,1.0173e+01,2.1988e+04,7.1299e+04,2.8060e+01,3
3d74p,1H°,1.0875e-08,5.5907e+04,,,1
