Upper Level Conf,Upper Level Term,average_total_lifetime,average_Ek,var_Ek,var_total_lifetime,count
6p26d,2[2],1.7858e-08,4.4365e+04,4.0903e+05,3.8408e-16,2
6p27d,2[2],1.9418e-08,5.1089e+04,9.7167e+03,2.3297e-17,2
6p27s,2[0],5.6689e-09,3.2588e+04,,,1
6p28s,2[0],7.9745e-09,4.7373e+04,,,1
6p26d,5657,9.3458e-08,5.6569e+04,,,1
6p26d,5707,1.7241e-08,5.7076e+04,,,1
6p26d,5827,4.9505e-08,5.8273e+04,,,1
6p27s,2[1],6.0030e-09,4.5390e+04,5.5210e+05,7.1441e-20,2
6p27s,2[2],5.2495e-09,4.8975e+04,4.7146e+05,5.5685e-21,2
6p3,2D°,4.4444e-02,1.1419e+04,,,1
6p3,2P°,2.0000e-01,3.3165e+04,,,1
