Upper Level Conf,Upper Level Term,average_total_lifetime,average_Ek,var_Ek,var_total_lifetime,count
2p,2P°,1.5962e-09,8.2259e+04,6.6937e-02,3.2458e-28,2
2s,2S,4.0080e+05,8.2259e+04,,,1
3d,2D,1.5467e-08,9.7492e+04,6.5280e-04,2.8624e-26,2
3p,2P°,5.2715e-09,9.7492e+04,5.8765e-03,3.8611e-28,2
3s,2S,1.5837e-07,9.7492e+04,,,1
