Upper Level Conf,Upper Level Term,average_total_lifetime,average_Ek,var_Ek,var_total_lifetime,count
3d10,1S,2.6422e+00,1.4729e+04,,,1
3d84s2,1D,1.6393e+00,1.3521e+04,,,1
3d8,3D°,2.1594e-08,4.1799e+04,3.3074e+07,7.2305e-16,10
3d8,3F°,1.4629e-08,4.2956e+04,5.3772e+07,2.4585e-16,10
3d8,3P°,1.1400e-08,4.6338e+04,2.7974e+06,2.3303e-17,4
3d84s2,1G,9.9828e-01,2.2102e+04,,,1
3d84s2,1S,1.0526e-07,5.0276e+04,,,1
3d84s2,3F,2.8065e+01,1.7744e+03,3.9107e+05,2.8491e+02,2
3d8,3G°,9.9949e-08,3.7610e+04,4.9190e+07,1.4855e-14,6
3d8,°,1.9870e-08,4.3996e+04,2.3197e+05,5.3540e-16,2
3d8,1D°,1.5609e-08,4.2893e+04,7.9183e+07,1.4807e-16,2
3d8,1F°,1.7943e-08,3.5639e+04,,,1
3d8,1G°,9.2593e-08,3.3590e+04,,,1
3d8,5D°,2.2790e-03,3.0397e+04,6.0272e+07,2.4387e-05,5
3d8,5F°,1.5406e-06,2.9603e+04,5.9586e+05,8.3008e-12,5
3d8,5G°,2.0073e-06,2.8075e+04,2.4886e+05,2.5678e-12,3
3d84s2,3P,3.5842e+00,1.5787e+04,4.3617e+04,1.2213e+00,3
3d8,1P°,1.2392e-08,4.8818e+04,,,1
3d8,3S°,2.6316e-08,4.9403e+04,,,1
3d8,5P°,4.1835e-07,4.0423e+04,7.5599e+03,1.3333e-14,2
3d8,5S°,3.2051e-08,4.7329e+04,,,1
3d84s5s,1F,1.0922e-08,5.4251e+04,,,1
3d84s5s,3F,5.6892e-08,5.2725e+04,4.5010e+06,3.6058e-15,5
3d84s5s,5F,1.6592e-08,4.9684e+04,8.5307e+05,4.6301e-17,5
3d84s4d,2[11/2],1.2297e-07,5.7240e+04,3.8368e+05,7.9060e-16,2
3d84s4d,2[7/2],1.2048e-07,5.7104e+04,,,1
3d84s4d,2[9/2],1.1236e-07,5.6766e+04,,,1
3d94p,1D°,1.5868e-08,3.1442e+04,,,1
3d94p,1F°,1.2012e-08,3.1031e+04,,,1
3d94p,1P°,6.6636e-09,3.2982e+04,,,1
3d94p,3D°,1.8904e-08,3.0401e+04,5.2464e+05,1.0602e-17,2
3d94p,3F°,1.4404e-08,2.9807e+04,5.0136e+05,2.5461e-18,3
3d94p,3P°,8.6695e-09,2.9421e+04,6.6337e+05,1.8324e-19,3
3d94p,°,1.7022e-08,2.9669e+04,,,1
3d94s,1D,1.0504e+01,3.4099e+03,,,1
3d94s,3D,9.5238e+01,1.2965e+03,3.4717e+05,4.5351e+03,2
3d95p,1D°,4.4248e-08,4.9033e+04,,,1
3d95p,1F°,9.5694e-08,4.8672e+04,,,1
3d95p,1P°,2.1930e-08,5.0458e+04,,,1
3d95p,3D°,2.3367e-08,5.0290e+04,6.9985e+05,2.6875e-17,3
3d95p,3F°,1.2529e-07,4.9377e+04,8.7597e+05,2.5923e-15,2
3d95p,3P°,3.2341e-08,4.9437e+04,9.8444e+05,1.0779e-16,2
3d95p,°,6.5359e-08,5.0143e+04,,,1
3d94d,2[1/2],5.7824e-08,5.0316e+04,1.6040e+06,5.4228e-15,3
3d94d,2[3/2],2.5969e-08,4.9950e+04,8.2232e+05,1.4942e-16,4
3d94d,2[5/2],2.6663e-08,5.0066e+04,7.8443e+05,1.3219e-16,4
3d94d,2[7/2],5.8614e-08,5.0008e+04,6.2465e+05,5.0276e-15,4
3d95d,2[5/2],7.6923e-08,5.6263e+04,,,1
3d95d,2[7/2],2.4390e-07,5.6173e+04,,,1
3d95s,2[3/2],3.9075e-07,4.4187e+04,1.1314e+04,4.4873e-14,2
3d94d,2[9/2],1.6742e-08,4.9167e+04,1.3268e+02,1.3655e-18,2
3d95s,2[5/2],4.2249e-08,4.2698e+04,1.6940e+04,2.4446e-16,2
3d96s,2[5/2],3.5714e-07,5.2197e+04,,,1
