Upper Level Conf,Upper Level Term,average_total_lifetime,average_Ek,var_Ek,var_total_lifetime,count
4d45s5p,u 5F°,9.3226e-09,4.8123e+04,7.2880e+04,3.7440e-19,5
4d45s5p,v 3D°,3.9387e-08,4.8023e+04,4.8337e+04,1.2273e-15,3
4d45s5p,v 5D°,3.5445e-08,4.8604e+04,5.7160e+04,1.0593e-15,3
4d45s5p,v 5P°,1.4577e-08,5.0000e+04,,,1
4d45s5p,x 5P°,6.2326e-08,3.9712e+04,1.2391e+05,4.9437e-18,2
4d45s5p,y 5D°,6.8610e-08,3.8573e+04,1.0146e+06,8.2931e-16,5
4d45s5p,z 3D°,5.9043e-08,4.0522e+04,2.1632e+05,1.9545e-15,3
4d45s5p,z 3F°,8.9561e-08,4.0416e+04,3.6502e+05,8.7014e-15,2
4d45s5p,z 3P°,9.8328e-08,3.9821e+04,,,1
4d45s5p,w 5F°,1.6239e-08,4.5597e+04,4.1539e+04,4.8663e-17,4
4d45s5p,y 5G°,8.7428e-08,4.7445e+04,1.3431e+05,1.0240e-14,2
4d45s5p,t 5F°,5.1858e-09,4.9514e+04,1.8283e+04,5.7224e-20,4
4d45s5p,w 3G°,4.0589e-08,5.0247e+04,2.9489e+05,8.3124e-16,2
4d45s5p,x 5G°,6.4604e-09,4.9146e+04,4.7104e+04,9.2031e-18,5
4d45s5p,w 3H°,4.5872e-08,5.1753e+04,,,1
4d45s5p,y 3G°,4.4245e-08,4.4399e+04,1.5667e+05,3.8555e-16,3
4d45s5p,y 3I°,3.0951e-08,4.9439e+04,1.2609e+04,2.0774e-16,3
4d45s5p,y 5H°,1.7855e-08,4.4135e+04,2.5996e+05,5.4075e-17,3
4d45s5p,z 5I°,6.4866e-08,4.3964e+04,2.6768e+05,4.2317e-15,2
4d45s5p,w 5P°,3.5436e-09,4.9712e+04,,,1
4d45s5p,y 5P°,1.7524e-07,3.3384e+04,2.8437e+05,5.3116e-15,3
4d45s5p,y 7P°,6.4722e-09,3.1582e+04,9.5825e+04,7.3199e-19,3
4d45s5p,z 5D°,4.2838e-08,3.7678e+04,2.7497e+05,1.9912e-17,5
4d45s5p,z 5F°,7.6111e-08,3.4862e+04,3.5085e+05,4.2322e-17,5
4d45s5p,z 7D°,1.6243e-07,3.1445e+04,3.1537e+05,3.6665e-14,4
4d45s6s,f 7D,1.4564e-08,5.0336e+04,4.7146e+05,1.3752e-17,5
4d55p,w 3D°,2.0374e-08,4.7040e+04,4.1914e+04,1.0963e-16,2
4d55p,w 3F°,6.8205e-08,4.6900e+04,1.3464e+03,8.3906e-17,2
4d55p,v 3F°,2.7587e-08,4.8319e+04,1.2918e+04,2.6061e-20,2
4d55p,x 3G°,1.6882e-07,4.5602e+04,4.5840e+04,3.2650e-16,3
4d55p,x 3H°,2.0880e-07,4.8834e+04,4.8506e+04,5.9715e-14,3
4d55p,y 1H°,8.1633e-09,5.6162e+04,,,1
4d55p,z 1I°,9.3458e-09,5.6717e+04,,,1
4d55p,y 3H°,2.3256e-06,4.8189e+04,,,1
4d55p,z 3I°,2.5000e-07,4.6861e+04,,,1
4d55p,z 3K°,6.6984e-08,5.0436e+04,5.0900e+04,4.6000e-15,2
4d55p,w 5D°,9.0879e-09,4.2346e+04,6.0074e+04,2.5483e-18,5
4d55p,x 3F°,5.9739e-07,4.5840e+04,3.3585e+04,6.3937e-13,2
4d55p,x 5F°,5.1458e-08,4.3280e+04,3.9666e+04,1.2348e-15,4
4d55p,y 3D°,4.6179e-08,4.4283e+04,1.1688e+05,4.9690e-18,2
4d55p,u 3F°,4.0760e-08,4.9908e+04,3.8255e+04,8.2898e-17,3
4d55p,v 5F°,1.0241e-08,4.6554e+04,3.0717e+04,2.2093e-18,3
4d55p,y 3F°,2.2330e-08,4.1807e+04,9.2286e+04,3.6438e-17,3
4d55p,y 5F°,9.0150e-09,4.1202e+04,3.1077e+04,1.7988e-18,5
4d55p,z 3G°,1.3738e-07,4.3571e+04,2.8035e+05,2.0626e-15,2
4d55p,z 3H°,1.9124e-08,4.2271e+04,6.4331e+03,3.9744e-19,3
4d55p,z 5G°,4.1138e-08,3.9288e+04,6.0654e+04,1.6883e-16,5
4d55p,z 5H°,3.4000e-08,4.0210e+04,1.5118e+05,1.5501e-17,4
4d55p,x 5D°,2.0932e-08,4.0688e+04,2.0704e+04,4.3397e-17,4
4d55p,z 3S°,1.9608e-08,4.5835e+04,,,1
4d55d,e 5D,2.4282e-08,4.5796e+04,7.4647e+01,3.9252e-17,4
4d55d,e 7D,1.5990e-08,4.4950e+04,1.9020e+02,9.0472e-19,5
4d55p,z 5P°,2.0084e-08,2.8825e+04,1.0958e+04,5.7607e-20,3
4d55p,z 7P°,1.5315e-08,2.5936e+04,1.2767e+05,7.1192e-19,3
4d56d,g 7D,6.2500e-08,5.0364e+04,,,1
4d57s,f 5S,7.6336e-08,4.8742e+04,,,1
