Upper Level Conf,Upper Level Term,average_total_lifetime,average_Ek,var_Ek,var_total_lifetime,count
4d25p,w 2D°,1.3604e-08,3.6452e+04,,,1
4d25p,w 2F°,1.6103e-08,3.7620e+04,,,1
4d25p,x 2D°,7.0062e-09,3.3907e+04,,,1
4d25p,x 2F°,7.1515e-09,3.3819e+04,8.8827e+04,1.2709e-19,2
4d25p,y 4D°,6.8790e-09,3.3279e+04,5.2029e+03,2.3185e-20,3
4d25p,y 4F°,1.0242e-08,3.1821e+04,8.6693e+04,4.1384e-20,4
4d25p,z 2G°,2.1126e-08,3.3611e+04,6.3676e+04,1.2820e-18,2
4d25p,z 4G°,1.6886e-08,2.9293e+04,3.2097e+05,1.8237e-18,3
4d25p,x 4D°,1.2158e-08,3.6211e+04,4.5091e+04,6.0104e-20,2
4d25p,y 4P°,9.5636e-09,3.7221e+04,5.1640e+04,5.1158e-18,3
4d25p,z 4S°,9.5429e-09,3.6136e+04,,,1
4d5s5p,x 2P°,3.8941e-09,2.8140e+04,,,1
4d5s5p,y 2D°,5.6359e-09,2.4439e+04,1.8931e+05,2.3795e-19,2
4d5s5p,y 2F°,7.6407e-09,2.4709e+04,7.2535e+04,1.0886e-19,2
4d5s5d,f 4D,2.3202e-08,3.8866e+04,,,1
4d5s5p,y 2P°,1.7857e-08,2.4481e+04,,,1
4d5s5p,z 2D°,2.0951e-07,1.6106e+04,3.2059e+03,3.4748e-17,2
4d5s5p,z 2F°,6.0850e-08,2.1722e+04,7.4828e+04,4.1117e-16,2
4d5s6s,e 4D,1.5060e-08,3.3380e+04,1.0636e+05,5.1443e-22,3
5p24d,4F,6.9252e-08,4.4190e+04,,,1
5p25s,e 4P,1.5152e-08,3.4156e+04,,,1
5s25d,e 2D,2.2962e-08,3.4257e+04,,,1
