Upper Level Conf,Upper Level Term,average_total_lifetime,average_Ek,var_Ek,var_total_lifetime,count
5d8,"(4,1)",9.0832e-09,5.6212e+04,6.5403e+05,1.0401e-17,2
5d86s6p,3P°,6.8027e-08,4.0874e+04,,,1
5d86s6p,a 3D°,1.3890e-08,4.5104e+04,1.2273e+07,9.6489e-17,3
5d86s6p,a 3F°,1.3164e-07,4.8161e+04,1.7466e+08,2.8016e-14,2
5d86s6p,3G°,3.4375e-09,4.9616e+04,1.5937e+07,6.2717e-18,2
5d86s6p,b 3D°,6.1185e-09,4.9084e+04,1.2118e+07,1.2975e-17,2
5d86s6p,b 3F°,5.0000e-09,6.1645e+04,,,1
5d86s6p,3D°,3.5714e-08,5.8327e+04,,,1
5d86s6p,3F°,6.2112e-09,4.8352e+04,,,1
5d86s6p,5D°,1.7501e-07,4.0074e+04,4.9563e+07,9.7443e-14,4
5d86s6p,5F°,6.3143e-08,4.2319e+04,9.0318e+06,4.6019e-15,2
5d86s6p,a 5D°,1.6356e-08,4.2902e+04,4.3168e+07,9.7580e-17,3
5d86s6p,a 5F°,1.2987e-07,3.3680e+04,,,1
5d86s6p,a 5G°,1.0030e-06,3.6296e+04,,,1
5d86s6p,b 5D°,5.9865e-08,4.8419e+04,6.6337e+07,6.0728e-15,2
5d86s6p,b 5F°,1.0417e-07,3.8536e+04,,,1
5d86s6p,b 5G°,4.8996e-08,4.4433e+04,,,1
5d86s6p,5P°,7.3354e-08,4.3093e+04,1.0629e+07,4.3521e-16,2
5d86s6p,a 5P°,6.2771e-08,4.3946e+04,,,1
5d86s2,3F,4.1667e-02,1.0117e+04,,,1
5d96d,3F,2.0000e-08,5.9882e+04,,,1
5d96p,1P°,4.9140e-09,4.7741e+04,,,1
5d96p,3D°,7.2690e-09,3.7769e+04,,,1
5d96p,3F°,1.2417e-08,3.9294e+04,3.8467e+07,1.9419e-17,3
5d96p,3P°,1.8288e-08,4.3616e+04,9.1706e+07,1.7665e-20,2
5d96p,a 3P°,1.3797e-08,3.2620e+04,,,1
5d96p,b 3P°,1.1755e-08,3.7342e+04,,,1
5d96s,3D,2.2990e-01,8.3497e+03,6.3525e+06,4.7873e-02,2
5d96s,b 1D,6.4103e-02,1.3496e+04,,,1
5d97p,3F°,3.8462e-08,5.8101e+04,,,1
5d97p,3P°,1.6667e-07,5.7987e+04,,,1
5d97s,1D,4.1459e-09,5.2667e+04,,,1
5d97s,3D,1.2500e-08,5.2379e+04,,,1
