Upper Level Conf,Upper Level Term,average_total_lifetime,average_Ek,var_Ek,var_total_lifetime,count
6s26d,2D,7.4106e-09,3.6159e+04,3.3620e+03,8.5512e-19,2
6s27d,2D,2.3268e-08,4.2030e+04,7.0688e+02,5.8563e-19,2
6s27s,2S,7.5188e-09,2.6478e+04,,,1
6s28s,2S,2.8329e-08,3.8746e+04,,,1
