Upper Level Conf,Upper Level Term,Lower Level Conf,Lower Level Term,average_partial_lifetime,re_partial_lifetime,difference
1s2p,1P°,1s2,1S,3.9110e-11,3.9110e-11,1.3611e-16
1s2p,1P°,1s2s,1S,1.9447e-07,1.9447e-07,6.7679e-13
1s2p,1P°,1s2s,3S,2.6233e-02,2.6233e-02,9.1296e-08
1s2p,3P°,1s2s,3S,4.4006e-08,4.4006e-08,-6.7905e-14
1s2p,3P°,1s2,1S,2.8571e-02,2.8571e-02,-4.4087e-08
1s2p,3P°,1s2s,1S,1.5430e+01,1.5430e+01,-2.3810e-05
1s2s,3S,1s2,1S,4.9044e+01,4.9044e+01,0.0000e+00
1s3d,1D,1s2p,1P°,9.9315e-10,9.9292e-10,2.2849e-13
1s3d,1D,1s2p,3P°,6.7845e-06,6.7829e-06,1.5609e-09
1s3d,1D,1s2,1S,1.2097e-05,1.2094e-05,2.7831e-09
1s3d,1D,1s2s,1S,2.1058e-04,2.1053e-04,4.8447e-08
1s3d,1D,1s3p,3P°,6.5458e-02,6.5443e-02,1.5060e-05
1s3d,3D,1s2p,3P°,6.9151e-09,8.9368e-10,6.0214e-09
1s3d,3D,1s2p,1P°,2.9403e-06,3.7999e-07,2.5603e-06
1s3d,3D,1s3p,3P°,7.0440e-05,9.1034e-06,6.1337e-05
1s3p,1P°,1s2,1S,1.2882e-10,1.2881e-10,6.8690e-15
1s3p,1P°,1s2s,1S,3.5326e-09,3.5324e-09,1.8837e-13
1s3p,1P°,1s3s,1S,1.4030e-06,1.4029e-06,7.4811e-11
1s3p,1P°,1s3d,1D,2.6838e-04,2.6837e-04,1.4311e-08
1s3p,1P°,1s2p,1P°,6.6622e-04,6.6618e-04,3.5525e-08
1s3p,3P°,1s2s,3S,3.4520e-09,3.4520e-09,-1.3778e-14
1s3p,3P°,1s3s,3S,3.8965e-07,3.8965e-07,-1.5552e-12
1s3p,3P°,1s2,1S,8.3333e-02,8.3333e-02,-3.3261e-07
1s3s,1S,1s2p,1P°,4.8783e-09,4.8783e-09,0.0000e+00
1s3s,3S,1s2p,3P°,1.6092e-08,3.4983e-09,1.2594e-08
