Upper Level Conf,Upper Level Term,Lower Level Conf,Lower Level Term,average_partial_lifetime,re_partial_lifetime,difference
3s23p2,1S,3s23p2,3P,8.1638e+01,4.4189e+00,7.7219e+01
3s23p2,3P,3s23p2,3P,5.5561e+07,7.5269e+03,5.5553e+07
3s23p4d,1D°,3s23p4p,1D,2.5000e-08,2.5000e-08,0.0000e+00
3s23p4d,1F°,3s23p4p,1D,7.1429e-09,7.1429e-09,-1.6544e-24
3s23p4d,1P°,3s23p4p,1S,1.5873e-08,1.5873e-08,0.0000e+00
3s23p4d,3D°,3s23p4p,3P,7.6923e-09,7.6923e-09,0.0000e+00
3s23p4d,3F°,3s23p4p,3D,2.1480e-07,5.2463e-09,2.0955e-07
3s23p4d,3P°,3s23p4p,3S,1.0381e-08,7.6209e-09,2.7601e-09
3s23p4d,3P°,3s23p4p,3P,3.5444e-08,2.6020e-08,9.4238e-09
3s23p4p,1D,3s23p4s,1P°,1.0000e-08,1.0000e-08,0.0000e+00
3s23p4p,1P,3s23p4s,1P°,3.0303e-08,3.0303e-08,0.0000e+00
3s23p4p,1S,3s23p4s,1P°,6.2500e-09,6.2500e-09,0.0000e+00
3s23p4p,3D,3s23p4s,3P°,1.2485e-07,1.4951e-08,1.0990e-07
3s23p4p,3P,3s23p4s,3P°,2.8111e-08,1.0792e-08,1.7319e-08
3s23p4p,3S,3s23p4s,3P°,4.3362e-08,9.8039e-09,3.3558e-08
3s23p5s,1P°,3s23p4p,1D,1.4493e-08,1.4493e-08,1.9831e-13
3s23p5s,1P°,3s23p4p,1P,2.5000e-08,2.5000e-08,3.4208e-13
3s23p5s,1P°,3s23p4p,1S,9.0909e-08,9.0908e-08,1.2439e-12
3s23p5s,3P°,3s23p4p,3P,5.8940e-08,1.5536e-08,4.3404e-08
3s23p5s,3P°,3s23p4p,3S,6.6667e-08,1.7572e-08,4.9095e-08
3s23p5s,3P°,3s23p4p,3D,2.5380e-07,6.6897e-08,1.8690e-07
3s3p3,3D°,3s23p2,3P,6.1277e-07,7.8028e-08,5.3474e-07
3s3p3,3P°,3s23p2,3P,1.7538e-08,6.7116e-09,1.0826e-08
