Upper Level Conf,Upper Level Term,Lower Level Conf,Lower Level Term,average_partial_lifetime,re_partial_lifetime,difference
5f,2F°,6d,2D,7.6416e-08,1.5497e-08,6.0919e-08
5f,2F°,5d,2D,3.2258e-07,6.5419e-08,2.5716e-07
5g,2G,4f,2F°,1.0715e-08,8.3014e-09,2.4136e-09
5g,2G,5f,2F°,5.1020e-08,3.9528e-08,1.1492e-08
6d,2D,6p,2P°,1.2481e-08,4.2746e-09,8.2064e-09
6f,2F°,5d,2D,2.2710e-07,4.4040e-08,1.8306e-07
6f,2F°,6d,2D,1.3532e-06,2.6242e-07,1.0908e-06
6g,2G,4f,2F°,1.8838e-07,1.9067e-08,1.6931e-07
6p,2P°,6s,2S,9.7511e-09,8.0525e-09,1.6986e-09
6p,2P°,5d,2D,7.4399e-08,6.1439e-08,1.2960e-08
7d,2D,6p,2P°,3.7175e-08,1.2935e-08,2.4240e-08
7d,2D,7p,2P°,6.3989e-08,2.2265e-08,4.1724e-08
7f,2F°,5d,2D,2.3504e-07,3.8949e-08,1.9609e-07
7g,2G,4f,2F°,5.1808e-08,2.8034e-08,2.3774e-08
7p,2P°,7s,2S,5.3485e-08,3.9450e-08,1.4035e-08
7p,2P°,6s,2S,1.2246e-07,9.0326e-08,3.2134e-08
7p,2P°,5d,2D,2.5298e-07,1.8660e-07,6.6384e-08
7p,2P°,6d,2D,3.0962e-07,2.2837e-07,8.1246e-08
7s,2S,6p,2P°,1.2349e-08,5.8720e-09,6.4770e-09
8d,2D,6p,2P°,7.3458e-08,2.6152e-08,4.7306e-08
8d,2D,7p,2P°,1.5678e-07,5.5816e-08,1.0096e-07
8d,2D,4f,2F°,5.4094e-06,1.9258e-06,3.4836e-06
8f,2F°,5d,2D,6.6667e-08,2.2399e-06,-2.1732e-06
8f,2F°,6d,2D,4.4466e-06,1.4940e-04,-1.4495e-04
8p,2P°,6s,2S,4.1667e-07,2.0727e-07,2.0940e-07
8p,2P°,5d,2D,9.6379e-07,4.7944e-07,4.8435e-07
8s,2S,6p,2P°,3.4782e-08,1.6256e-08,1.8526e-08
8s,2S,7p,2P°,4.6429e-08,2.1699e-08,2.4730e-08
