Upper Level Conf,Upper Level Term,Lower Level Conf,Lower Level Term,average_partial_lifetime,re_partial_lifetime,difference
5p2,1D,5s5p,1P°,7.8740e-10,7.7388e-10,1.3524e-11
5p2,1D,5s5p,3P°,1.5889e-07,1.5616e-07,2.7290e-09
5p2,1S,5s5p,1P°,9.2593e-10,9.2592e-10,5.5459e-15
5p2,1S,5s6p,1P°,2.2727e-08,2.2727e-08,1.3612e-13
5p2,1S,5s5p,3P°,1.2500e-07,1.2500e-07,7.4870e-13
5p2,1S,5s6p,3P°,5.2632e-07,5.2632e-07,3.1524e-12
5p2,3P,5s5p,3P°,2.1146e-09,8.3892e-10,1.2757e-09
5p2,3P,5s5p,1P°,9.2437e-07,3.6673e-07,5.5764e-07
5s4f,1F°,5s5d,1D,4.5455e-09,4.3238e-09,2.2170e-10
5s4f,1F°,5p2,1D,5.2083e-08,4.9543e-08,2.5402e-09
5s4f,1F°,5p2,3P,2.0408e-07,1.9413e-07,9.9535e-09
5s4f,1F°,5s5d,3D,3.2983e-07,3.1374e-07,1.6087e-08
5s4f,3F°,5s5d,1D,4.7619e-08,6.1795e-09,4.1440e-08
5s4f,3F°,5s5d,3D,2.0218e-07,2.6237e-08,1.7594e-07
5s4f,3F°,5p2,1D,1.1628e-06,1.5090e-07,1.0119e-06
5s4f,3F°,5p2,3P,1.5476e-06,2.0083e-07,1.3468e-06
5s5d,1D,5s5p,1P°,5.0000e-08,3.6797e-08,1.3203e-08
5s5d,1D,5s5p,3P°,1.8059e-07,1.3290e-07,4.7687e-08
5s5d,3D,5s5p,3P°,1.2115e-08,9.2144e-10,1.1194e-08
5s5d,3D,5s5p,1P°,7.5000e-07,5.7043e-08,6.9296e-07
5s5f,1F°,5s5d,1D,1.6949e-08,1.6554e-08,3.9459e-10
5s5f,1F°,5s6d,1D,3.3333e-08,3.2557e-08,7.7603e-10
5s5f,1F°,5p2,1D,3.5714e-07,3.4883e-07,8.3146e-09
5s5f,1F°,5s6d,3D,4.4053e-07,4.3027e-07,1.0256e-08
5s5f,1F°,5p2,3P,1.6667e-06,1.6279e-06,3.8802e-08
5s5f,3F°,5s6d,3D,8.8502e-08,1.8066e-08,7.0436e-08
5s5f,3F°,5s5d,1D,3.2258e-07,6.5847e-08,2.5673e-07
