Upper Level Conf,Upper Level Term,Lower Level Conf,Lower Level Term,average_partial_lifetime,re_partial_lifetime,difference
5d6p,3D°,5d6s,3D,8.4468e-09,1.4333e-08,-5.8861e-09
5d6p,3D°,6s2,1S,1.4006e-08,2.3766e-08,-9.7599e-09
5d6p,3F°,5d6s,3D,9.6211e-09,4.7835e-09,4.8376e-09
6s6p,1P°,6s2,1S,2.2075e-09,2.2075e-09,0.0000e+00
6s6p,3P°,6s2,1S,8.0000e-08,8.0000e-08,-2.9136e-13
6s6p,3P°,5d6s,3D,1.0101e-07,1.0101e-07,-3.6787e-13
