Upper Level Conf,Upper Level Term,Lower Level Conf,Lower Level Term,average_partial_lifetime,re_partial_lifetime,difference
2s22p33d,3D°,2s22p33p,3P,3.7826e-08,4.8804e-09,3.2946e-08
2s22p33d,3F°,2s22p33p,3F,5.2017e-07,6.8353e-08,4.5182e-07
2s22p33d,5D°,2s22p33p,5P,1.2213e-08,3.4941e-09,8.7189e-09
2s22p33p,1D,2s22p33s,1D°,7.1429e-09,7.1429e-09,-1.6544e-24
2s22p33p,1F,2s22p33s,1D°,5.8824e-09,5.8824e-09,0.0000e+00
2s22p33p,3D,2s22p33s,3D°,2.3893e-08,5.6614e-09,1.8232e-08
2s22p33p,3P,2s22p33s,3S°,8.3333e-09,7.2161e-09,1.1172e-09
2s22p33p,3P,2s22p33s,3D°,9.0895e-08,7.8709e-08,1.2186e-08
2s22p33p,5P,2s22p33s,5S°,7.6923e-09,7.6923e-09,0.0000e+00
2s22p34f,3F,2s22p33d,3D°,1.7507e-07,4.2557e-09,1.7081e-07
2s22p4,1D,2s22p4,3P,8.1328e+04,2.6163e-01,8.1328e+04
2s22p4,1S,2s22p4,1D,4.7619e-01,3.8645e-01,8.9744e-02
2s22p4,1S,2s22p4,3P,3.1352e+02,2.5443e+02,5.9087e+01
2s22p4,3P,2s22p4,3P,1.8519e+08,3.3664e+03,1.8519e+08
2s2p5,3P°,2s22p4,3P,2.5807e-10,9.8376e-11,1.5969e-10
