Observed  Wavelength  Vac (nm),Unc.  (nm),Ritz  Wavelength  Vac (nm),Unc.  (nm),Rel.  Int. (?),Aki (s-1),Acc.,Ei  (cm-1),,Ek  (cm-1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
316.3010,0.0006,316.3001,0.0003,65h,4.e+07,E,28 201.119,-,59 807.52,7s7p,z 3P°,2,5f(<sup>2</sup>F°<sub>5/2</sub>)7p<sub>3/2</sub>,e 3D,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
316.4810,0.0006,316.48096,0.00020,5600cs,1.7e+08,D+,5 267.148,-,36 855.483,6d7s,a 3D,2,6d7p,y 3P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
317.6830,0.0006,317.68244,0.00024,260,,,13 236.422,-,44 705.294,6d2,a 3F,2,5f6d,y 1D°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
319.368,0.001,,,44,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
320.2120,0.0006,320.2123,0.0004,240,8.e+07,D+,19 015.288,-,50 235.55,6d2,a 3P,1,5f6d,x 3P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
320.4870,0.0006,320.4874,0.0004,400cs,3.0e+08,E,22 180.527,-,53 373.99,7s7p,z 3P°,1,7s8s,e 1S,0,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
321.199,0.001,,,250,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
321.9080,0.0006,321.9078,0.0005,970h,2.0e+08,D+,22 199.432,-,53 255.26,6d2,b 1D,2,5f6d,x 1F°,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
322.1491,0.0006,322.1489,0.0004,190,6.e+07,D,19 202.966,-,50 235.55,6d2,a 3P,2,5f6d,x 3P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
322.614,0.001,,,98,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
322.8670,0.0006,322.86773,0.00025,61,,,13 236.422,-,44 199.919,6d2,a 3F,2,6d7p,y 1P°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
323.0591,0.0006,323.05943,0.00021,5900cs,1.6e+08,D+,7 426.493,-,38 371.617,6d7s,a 3D,3,6d7p,y 3P°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
323.7700,0.0006,323.77067,0.00019,2800cs,2.5e+07,E,5 267.148,-,36 144.296,6d7s,a 3D,2,6d7p,z 3D°,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
323.8390,0.0006,323.8380,0.0004,36h,,,28 201.119,-,59 071.85,7s7p,z 3P°,2,5f(<sup>2</sup>F°<sub>5/2</sub>)7p<sub>3/2</sub>,e 3F,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
323.9731,0.0006,323.9733,0.0003,190,,,14 949.177,-,45 807.01,6d2,a 3F,3,5f6d,z 3G°,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
323.9860,0.0006,323.9851,0.0003,840,,,19 202.966,-,50 059.68,6d2,a 3P,2,5f6d,y 3D°,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
324.7790,0.0006,324.7789,0.0004,180,,,17 737.03,-,48 518.33,6d2,a 3P,0,5f6d,y 3D°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
324.9480,0.0006,324.9480,0.0006,110,,,19 015.288,-,49 780.57,6d2,a 3P,1,5f6d,x 3P°,0,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
325.3840,0.0009,325.3828,0.0005,190cl,5.6e+07,D+,20 956.42,-,51 680.59,7s7p,z 3P°,0,7s8s,e 3S,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
325.9490,0.0006,325.9493,0.0003,190,,,16 756.852,-,47 427.63,6d2,a 3F,4,5f6d,z 3G°,4,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
326.0910,0.0006,326.09060,0.00022,9200,1.7e+08,E,4 739.632,-,35 397.116,6d7s,a 3D,1,6d7p,3F°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8060&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=8060&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
328.1650,0.0006,328.1644,0.0003,470,,,19 015.288,-,49 479.04,6d2,a 3P,1,5f6d,y 3D°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
329.714,0.001,,,46h,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
330.1930,0.0006,330.1920,0.0003,84c,,,33 304.940,-,63 581.63,6d7p,z 3D°,2,5f(<sup>2</sup>F°<sub>7/2</sub>)7p<sub>3/2</sub>,e 1D,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
331.160,0.001,,,51h,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
331.8010,0.0006,331.79999,0.00021,2900,3.2e+07,D+,5 267.148,-,35 397.116,6d7s,a 3D,2,6d7p,3F°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
332.2290,0.0006,332.2288,0.0003,440,1.5e+07,D+,14 949.177,-,45 040.26,6d2,a 3F,3,5f6d,x 3F°,4,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
332.8010,0.0006,332.8007,0.0003,340,1.4e+07,E,13 236.422,-,43 275.798,6d2,a 3F,2,5f6d,x 3F°,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
333.1500,0.0006,333.1490,0.0003,240,,,29 881.060,-,59 889.03,5f7s,z 1F°,3,5f(<sup>2</sup>F°<sub>5/2</sub>)7p<sub>3/2</sub>,e 1G,4,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
334.125,0.001,,,72hl,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
334.231,0.001,,,60h,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
334.3041,0.0006,334.3039,0.0003,120h,1.0e+08,D+,32 965.519,-,62 869.82,5f7s,y 3F°,4,5f(<sup>2</sup>F°<sub>7/2</sub>)7p<sub>3/2</sub>,e 3F,4,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
335.9680,0.0006,335.9688,0.0003,57,,,14 949.177,-,44 705.294,6d2,a 3F,3,5f6d,y 1D°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
336.119,0.001,,,63h,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
338.3530,0.0006,338.35332,0.00023,3100,3.6e+07,D+,7 426.493,-,36 972.914,6d7s,a 3D,3,6d7p,3F°,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
338.8511,0.0006,338.8508,0.0005,55,3.5e+07,D+,19 015.288,-,48 518.33,6d2,a 3P,1,5f6d,y 3D°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
338.8850,0.0009,338.8850,0.0006,110c,,,22 180.527,-,51 680.59,7s7p,z 3P°,1,7s8s,e 3S,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
339.692,0.001,,,190hl,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
340.2110,0.0006,340.2102,0.0003,60h,8.e+07,E,32 965.519,-,62 350.68,5f7s,y 3F°,4,5f(<sup>2</sup>F°<sub>7/2</sub>)7p<sub>3/2</sub>,e 1F,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
341.3840,0.0006,341.38435,0.00021,4600,1.5e+08,D+,9 087.520,-,38 371.617,6d7s,a 1D,2,6d7p,y 3P°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
341.7771,0.0006,341.7780,0.0004,7800,1.2e+08,E,0.00,-,29 250.371,7s2,a 1S,0,6d7p,z 1P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8060&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=8060&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
343.925,0.001,,,84,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
344.0400,0.0006,344.0400,0.0005,240,6.e+07,E,22 199.432,-,51 257.49,6d2,b 1D,2,5f6d,x 3P°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
346.077,0.001,,,300,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
348.1161,0.0006,348.11640,0.00021,10000,1.7e+08,D+,7 426.493,-,36 144.296,6d7s,a 3D,3,6d7p,z 3D°,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
348.1560,0.0006,348.1569,0.0004,100,4.3e+07,D+,31 174.570,-,59 889.03,6d7p,z 3F°,3,5f(<sup>2</sup>F°<sub>5/2</sub>)7p<sub>3/2</sub>,e 1G,4,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
348.3249,0.0006,348.32507,0.00024,170,,,13 236.422,-,41 937.022,6d2,a 3F,2,6d7p,y 1F°,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
348.9531,0.0006,348.9534,0.0004,4400,1.0e+08,D+,4 739.632,-,33 388.558,6d7s,a 3D,1,6d7p,z 3D°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
349.1470,0.0006,349.1481,0.0004,30h,1.8e+07,E,31 174.570,-,59 807.52,6d7p,z 3F°,3,5f(<sup>2</sup>F°<sub>5/2</sub>)7p<sub>3/2</sub>,e 3D,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
349.9750,0.0006,349.97486,0.00025,160,,,4 739.632,-,33 304.940,6d7s,a 3D,1,6d7p,z 3D°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
351.373,0.001,,,240hl,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
351.697,0.001,,,140hl,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
352.7310,0.0006,352.7307,0.0004,1500,6.9e+07,D+,13 236.422,-,41 578.56,6d2,a 3F,2,5f6d,x 3F°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
352.9239,0.0006,352.9239,0.0003,1600,7.0e+07,D+,14 949.177,-,43 275.798,6d2,a 3F,3,5f6d,x 3F°,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
353.2140,0.0006,353.2143,0.0005,110,4.e+06,E,20 848.202,-,49 151.54,6d2,a 1G,4,5f6d,z 3G°,5,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
353.398,0.001,,,79h,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
353.4630,0.0006,353.4632,0.0004,1800,6.4e+07,D+,16 756.852,-,45 040.26,6d2,a 3F,4,5f6d,x 3F°,4,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
354.5441,0.0006,354.5445,0.0003,89,7.e+06,E,26 446.929,-,54 644.079,6d7p,y 3F°,2,5f(<sup>2</sup>F°<sub>5/2</sub>)7p<sub>1/2</sub>,e 3G,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
354.6830,0.0006,354.6838,0.0003,110,6.9e+07,D+,26 446.929,-,54 633.004,6d7p,y 3F°,2,5f(<sup>2</sup>F°<sub>5/2</sub>)7p<sub>1/2</sub>,e 3F,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
354.7070,0.0015,354.7090,0.0008,33,4.4e+07,D+,31 878.859,-,60 062.93,6d7p,z 1D°,2,5f(<sup>2</sup>F°<sub>5/2</sub>)7p<sub>3/2</sub>,e 3D,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
355.2550,0.0013,355.2553,0.0006,89hl,,,36 144.296,-,64 285.03,6d7p,z 3D°,3,,,3 or 4,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
355.4990,0.0006,355.4994,0.0003,4200,5.8e+07,D+,5 267.148,-,33 388.558,6d7s,a 3D,2,6d7p,z 3D°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
356.2330,0.0006,356.2334,0.0003,210,6.5e+07,D+,29 881.060,-,57 944.525,5f7s,z 1F°,3,5f(<sup>2</sup>F°<sub>7/2</sub>)7p<sub>1/2</sub>,e 3D,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
356.5590,0.0006,356.55964,0.00023,15000,1.1e+08,D+,5 267.148,-,33 304.940,6d7s,a 3D,2,6d7p,z 3D°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u42&amp;element=Ac&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7344&amp;comment_code=&amp;element=Ac&amp;spectr_charge=2&amp;ref=7344&amp;type=
