Observed  Wavelength  Vac (nm),Ritz  Wavelength  Vac (nm),Rel.  Int. (?),Aki (s-1),Acc.,Ei  (cm-1),,Ek  (cm-1),Type,TPRef.,LineRef.
278.140,,10000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u1&amp;element=Pu&amp;spectr_charge=2&amp;ref=&amp;type=
278.448,,10000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u1&amp;element=Pu&amp;spectr_charge=2&amp;ref=&amp;type=
280.611,,10000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u1&amp;element=Pu&amp;spectr_charge=2&amp;ref=&amp;type=
281.577,,10000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u1&amp;element=Pu&amp;spectr_charge=2&amp;ref=&amp;type=
289.797,,10000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u1&amp;element=Pu&amp;spectr_charge=2&amp;ref=&amp;type=
289.894,,10000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u1&amp;element=Pu&amp;spectr_charge=2&amp;ref=&amp;type=
290.425,,10000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u1&amp;element=Pu&amp;spectr_charge=2&amp;ref=&amp;type=
290.494,,10000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u1&amp;element=Pu&amp;spectr_charge=2&amp;ref=&amp;type=
291.040,,10000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u1&amp;element=Pu&amp;spectr_charge=2&amp;ref=&amp;type=
291.800,,10000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u1&amp;element=Pu&amp;spectr_charge=2&amp;ref=&amp;type=
291.880,,10000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u1&amp;element=Pu&amp;spectr_charge=2&amp;ref=&amp;type=
292.608,,10000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u1&amp;element=Pu&amp;spectr_charge=2&amp;ref=&amp;type=
292.825,,10000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u1&amp;element=Pu&amp;spectr_charge=2&amp;ref=&amp;type=
292.971,,10000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u1&amp;element=Pu&amp;spectr_charge=2&amp;ref=&amp;type=
