Observed  Wavelength  Vac (nm),Ritz  Wavelength  Vac (nm),Unc.  (nm),Rel.  Int. (?),Aki (s-1),Acc.,Ei  (cm-1),,Ek  (cm-1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
,323.7189,0.0010,,9.0459e+01,AAA,561 752.82,-,592 634.91,1s3p,1P°,1,1s5p,1P°,1,E2,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7378&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=7378&amp;type=E2,
324.987,324.9868,0.0010,,5.3551e+07,AAA,561 752.82,-,592 514.43,1s3p,1P°,1,1s5d,1D,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3501&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3501&amp;type=
,325.4701,0.0010,,4.6387e+01,AAA,561 273.62,-,591 989.55,1s3d,1D,2,1s5s,1S,0,E2,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7378&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=7378&amp;type=E2,
330.628,330.6284,0.0010,,2.5203e+07,AAA,561 752.82,-,591 989.55,1s3p,1P°,1,1s5s,1S,0,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3501&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3501&amp;type=
368.432,368.4602,0.0010,,3.0587e+07,AAA,554 754.45,-,581 886.70,1s3s,3S,1,1s4p,3P°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3501&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3501&amp;type=
,368.4700,0.0010,,3.0580e+07,AAA,554 754.45,-,581 885.98,1s3s,3S,1,1s4p,3P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,368.4754,0.0010,,3.0580e+07,AAA,554 754.45,-,581 885.58,1s3s,3S,1,1s4p,3P°,0,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
371.400,,,1,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3501&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3501&amp;type=
371.416,,,5,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3501&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3501&amp;type=
371.427,,,6bl,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3501&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3501&amp;type=
371.429,,,8,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3501&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3501&amp;type=
371.440,,,7bl,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3501&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3501&amp;type=
371.441,,,10,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3501&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3501&amp;type=
371.451,,,1,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3501&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3501&amp;type=
371.458,,,,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3501&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3501&amp;type=
,387.8838,0.0010,,3.812e+01,AA,476 034.98,-,501 808.59,1s2s,3S,1,1s2p,1P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
415.645,415.6447,0.0010,,3.4105e+07,AAA,558 777.88,-,582 830.11,1s3s,1S,0,1s4p,1P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3501&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3501&amp;type=
,419.1151,0.0010,,3.0372e+02,AAA,558 777.88,-,582 630.95,1s3s,1S,0,1s4d,1D,2,E2,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7378&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=7378&amp;type=E2,
,432.206,0.010,,1.402e+04,AA,559 500.35,-,582 630.95,1s3p,3P°,1,1s4d,1D,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,432.226,0.010,,5.435e+03,AA,559 501.42,-,582 630.95,1s3p,3P°,2,1s4d,1D,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,432.5342,0.0010,,8.0701e+07,AAA,559 500.35,-,582 613.41,1s3p,3P°,1,1s4d,3D,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
432.542,432.5415,0.0010,5*,4.4842e+07,AAA,559 500.35,-,582 613.02,1s3p,3P°,1,1s4d,3D,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3501&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3501&amp;type=
432.542,432.5419,0.0010,5*,1.0762e+08,AAA,559 501.42,-,582 614.07,1s3p,3P°,2,1s4d,3D,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3501&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3501&amp;type=
432.547,432.5542,0.0010,5,2.6901e+07,AAA,559 501.42,-,582 613.41,1s3p,3P°,2,1s4d,3D,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3501&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3501&amp;type=
432.554,432.5615,0.0010,1,2.9896e+06,AAA,559 501.42,-,582 613.02,1s3p,3P°,2,1s4d,3D,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3501&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3501&amp;type=
,432.5784,0.0010,,5.9789e+07,AAA,559 502.32,-,582 613.02,1s3p,3P°,0,1s4d,3D,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
460.734,,,,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3501&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3501&amp;type=
,463.7675,0.0010,,4.6514e+06,AAA,561 273.62,-,582 830.11,1s3d,1D,2,1s4p,1P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,467.140,0.010,,5.453e+07,AA,561 243.15,-,582 644.04,1s3d,3D,2,1s4f,1F°,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
467.151,467.1629,0.0010,*,1.4221e+08,AAA,561 243.15,-,582 642.97,1s3d,3D,2,1s4f,3F°,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3501&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3501&amp;type=
467.151,467.1629,0.0010,*,3.4415e+07,AAA,561 243.15,-,582 642.97,1s3d,3D,2,1s4f,3F°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3501&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3501&amp;type=
,467.153,0.010,,7.265e+06,AA,561 243.77,-,582 644.04,1s3d,3D,3,1s4f,1F°,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
467.165,467.1764,0.0010,6*,1.7326e+07,AAA,561 243.77,-,582 642.97,1s3d,3D,3,1s4f,3F°,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3501&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3501&amp;type=
467.165,467.1764,0.0010,6*,2.2133e+08,AAA,561 243.77,-,582 642.97,1s3d,3D,3,1s4f,3F°,4,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3501&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3501&amp;type=
467.165,467.1764,0.0010,6*,9.8366e+05,AAA,561 243.77,-,582 642.97,1s3d,3D,3,1s4f,3F°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3501&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3501&amp;type=
467.170,467.1880,0.0010,2,1.8592e+08,AAA,561 244.30,-,582 642.97,1s3d,3D,1,1s4f,3F°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3501&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3501&amp;type=
467.806,467.8056,0.0010,3,1.5931e+08,AAA,561 273.62,-,582 644.04,1s3d,1D,2,1s4f,1F°,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3501&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3501&amp;type=
,467.829,0.010,,1.235e+04,AA,561 273.62,-,582 642.97,1s3d,1D,2,1s4f,3F°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
467.829,467.829,0.010,1,6.172e+07,AA,561 273.62,-,582 642.97,1s3d,1D,2,1s4f,3F°,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3501&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3501&amp;type=
,474.312,0.010,,1.6090e+02,AAA,561 752.82,-,582 830.11,1s3p,1P°,1,1s4p,1P°,1,E2,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7378&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=7378&amp;type=E2,
476.3,,,,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1614&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=1614&amp;type=
478.836,478.8362,0.0010,,1.1368e+08,AAA,561 752.82,-,582 630.95,1s3p,1P°,1,1s4d,1D,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3501&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3501&amp;type=
,479.239,0.010,,2.116e+04,AA,561 752.82,-,582 613.41,1s3p,1P°,1,1s4d,3D,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,484.2775,0.0010,,1.3974e+06,AAA,561 243.15,-,581 886.70,1s3d,3D,2,1s4p,3P°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,484.2920,0.0010,,7.8286e+06,AAA,561 243.77,-,581 886.70,1s3d,3D,3,1s4p,3P°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,484.2944,0.0010,,6.9871e+06,AAA,561 243.15,-,581 885.98,1s3d,3D,2,1s4p,3P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
484.30,484.3045,0.0010,,9.3199e+04,AAA,561 244.30,-,581 886.70,1s3d,3D,1,1s4p,3P°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1560&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=1560&amp;type=
,484.3214,0.0010,,2.3299e+06,AAA,561 244.30,-,581 885.98,1s3d,3D,1,1s4p,3P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,484.3308,0.0010,,9.3195e+06,AAA,561 244.30,-,581 885.58,1s3d,3D,1,1s4p,3P°,0,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
488.132,488.1216,0.0010,4,2.3783e+07,AAA,559 500.35,-,579 981.33,1s3p,3P°,1,1s4s,3S,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3501&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3501&amp;type=
488.139,488.1471,0.0010,4,3.9642e+07,AAA,559 501.42,-,579 981.33,1s3p,3P°,2,1s4s,3S,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3501&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3501&amp;type=
488.149,488.1685,0.0010,1,7.9292e+06,AAA,559 502.32,-,579 981.33,1s3p,3P°,0,1s4s,3S,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3501&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3501&amp;type=
,491.912,0.010,,7.7891e+01,AAA,561 273.62,-,581 596.77,1s3d,1D,2,1s4s,1S,0,E2,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7378&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=7378&amp;type=E2,
503.792,503.7914,0.0010,,5.3935e+07,AAA,561 752.82,-,581 596.77,1s3p,1P°,1,1s4s,1S,0,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3501&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3501&amp;type=
,515.3,1.0,,3.4292e+06,AAA,581 596.77,-,600 998.,1s4s,1S,0,1s7p,1P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,519.917,0.010,,6.3210e+06,AAA,581 885.98,-,601 114.45,1s4p,3P°,1,1s7d,3D,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,519.917,0.010,,4.6828e+06,AAA,581 885.58,-,601 114.06,1s4p,3P°,0,1s7d,3D,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,519.919,0.010,,8.4291e+06,AAA,581 886.70,-,601 115.11,1s4p,3P°,2,1s7d,3D,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,519.928,0.010,,3.5121e+06,AAA,581 885.98,-,601 114.06,1s4p,3P°,1,1s7d,3D,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,519.937,0.010,,2.1070e+06,AAA,581 886.70,-,601 114.45,1s4p,3P°,2,1s7d,3D,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,519.947,0.010,,2.3414e+05,AAA,581 886.70,-,601 114.06,1s4p,3P°,2,1s7d,3D,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,532.949,0.010,,7.6822e+05,AAA,581 885.58,-,600 643.90,1s4p,3P°,0,1s7s,3S,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,532.960,0.010,,2.3047e+06,AAA,581 885.98,-,600 643.90,1s4p,3P°,1,1s7s,3S,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,532.980,0.010,,3.8412e+06,AAA,581 886.70,-,600 643.90,1s4p,3P°,2,1s7s,3S,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,540.153,0.010,,1.589e+06,AA,582 613.41,-,601 121.55,1s4d,3D,2,1s7f,1F°,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,540.17,0.10,,9.9189e+06,AAA,582 613.02,-,601 120.4,1s4d,3D,1,1s7f,3F°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,540.172,0.010,,2.130e+05,AA,582 614.07,-,601 121.55,1s4d,3D,3,1s7f,1F°,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,540.19,0.10,,8.9075e+06,AAA,582 613.41,-,601 120.4,1s4d,3D,2,1s7f,3F°,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,540.19,0.10,,1.8365e+06,AAA,582 613.41,-,601 120.4,1s4d,3D,2,1s7f,3F°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,540.21,0.10,,1.0990e+06,AAA,582 614.07,-,601 120.4,1s4d,3D,3,1s7f,3F°,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,540.21,0.10,,1.1808e+07,AAA,582 614.07,-,601 120.4,1s4d,3D,3,1s7f,3F°,4,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,540.21,0.10,,5.2482e+04,AAA,582 614.07,-,601 120.4,1s4d,3D,3,1s7f,3F°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,540.665,0.010,,9.9778e+06,AAA,582 630.95,-,601 121.55,1s4d,1D,2,1s7f,1F°,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,540.70,0.10,,1.796e+06,AA,582 630.95,-,601 120.4,1s4d,1D,2,1s7f,3F°,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,540.70,0.10,,3.693e+02,AA,582 630.95,-,601 120.4,1s4d,1D,2,1s7f,3F°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
