Observed  Wavelength  Vac (nm),Ritz  Wavelength  Vac (nm),Rel.  Int. (?),Aki (s-1),Acc.,Ei  (cm-1),,Ek  (cm-1),Type,TPRef.,LineRef.
270.635,,100s,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3500&amp;comment_code=&amp;element=Am&amp;spectr_charge=2&amp;ref=3500&amp;type=
272.869,,100s,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3500&amp;comment_code=&amp;element=Am&amp;spectr_charge=2&amp;ref=3500&amp;type=
275.655,,200s,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3500&amp;comment_code=&amp;element=Am&amp;spectr_charge=2&amp;ref=3500&amp;type=
281.210,,100l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3500&amp;comment_code=&amp;element=Am&amp;spectr_charge=2&amp;ref=3500&amp;type=
281.292,,200s,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3500&amp;comment_code=&amp;element=Am&amp;spectr_charge=2&amp;ref=3500&amp;type=
281.528,,1000l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3500&amp;comment_code=&amp;element=Am&amp;spectr_charge=2&amp;ref=3500&amp;type=
281.598,,100s,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3500&amp;comment_code=&amp;element=Am&amp;spectr_charge=2&amp;ref=3500&amp;type=
283.124,,100l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3500&amp;comment_code=&amp;element=Am&amp;spectr_charge=2&amp;ref=3500&amp;type=
283.226,,5000s,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3500&amp;comment_code=&amp;element=Am&amp;spectr_charge=2&amp;ref=3500&amp;type=
283.395,,100l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3500&amp;comment_code=&amp;element=Am&amp;spectr_charge=2&amp;ref=3500&amp;type=
286.192,,100l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3500&amp;comment_code=&amp;element=Am&amp;spectr_charge=2&amp;ref=3500&amp;type=
286.620,,100s,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3500&amp;comment_code=&amp;element=Am&amp;spectr_charge=2&amp;ref=3500&amp;type=
288.851,,1000l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3500&amp;comment_code=&amp;element=Am&amp;spectr_charge=2&amp;ref=3500&amp;type=
289.329,,100l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3500&amp;comment_code=&amp;element=Am&amp;spectr_charge=2&amp;ref=3500&amp;type=
289.956,,200l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3500&amp;comment_code=&amp;element=Am&amp;spectr_charge=2&amp;ref=3500&amp;type=
290.986,,100l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3500&amp;comment_code=&amp;element=Am&amp;spectr_charge=2&amp;ref=3500&amp;type=
291.113,,200l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3500&amp;comment_code=&amp;element=Am&amp;spectr_charge=2&amp;ref=3500&amp;type=
292.059,,1000s,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3500&amp;comment_code=&amp;element=Am&amp;spectr_charge=2&amp;ref=3500&amp;type=
292.753,,200l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3500&amp;comment_code=&amp;element=Am&amp;spectr_charge=2&amp;ref=3500&amp;type=
293.699,,200l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3500&amp;comment_code=&amp;element=Am&amp;spectr_charge=2&amp;ref=3500&amp;type=
293.908,,100l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3500&amp;comment_code=&amp;element=Am&amp;spectr_charge=2&amp;ref=3500&amp;type=
295.039,,500l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3500&amp;comment_code=&amp;element=Am&amp;spectr_charge=2&amp;ref=3500&amp;type=
295.705,,100s,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3500&amp;comment_code=&amp;element=Am&amp;spectr_charge=2&amp;ref=3500&amp;type=
295.839,,100l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3500&amp;comment_code=&amp;element=Am&amp;spectr_charge=2&amp;ref=3500&amp;type=
