Upper Level Conf,Upper Level Term,average_total_lifetime,average_Ek,var_Ek,var_total_lifetime,count
5f7p1/2,e 3F,5.2910e-09,5.4633e+04,,,1
5f7p1/2,e 3G,9.6601e-09,5.6164e+04,4.6198e+06,7.7445e-18,2
5f7p3/2,e 1G,1.2500e-08,5.9889e+04,,,1
5f7p3/2,e 3D,1.5530e-08,5.9935e+04,3.2617e+04,1.0359e-16,2
5f7p3/2,e 3F,8.0864e-09,6.0971e+04,7.2123e+06,7.3236e-18,2
5f7p1/2,e 3D,6.0241e-09,5.7945e+04,,,1
5f7p3/2,e 1D,4.5455e-08,6.3582e+04,,,1
5f7p3/2,e 1F,4.4444e-09,6.2351e+04,,,1
5f6d,x 1F°,4.3478e-09,5.3255e+04,,,1
5f6d,x 1P°,1.9608e-08,5.6152e+04,,,1
5f6d,x 3F°,7.1209e-09,4.3298e+04,2.9962e+06,3.1868e-18,3
5f6d,x 3P°,1.1905e-08,5.0747e+04,5.2218e+05,4.5351e-17,2
5f6d,y 1D°,5.1020e-09,4.4705e+04,,,1
5f6d,y 3D°,8.7333e-08,4.8999e+04,4.6148e+05,1.2588e-14,2
5f6d,z 1G°,2.3810e-08,4.1628e+04,,,1
5f6d,z 3G°,2.6471e-09,4.7462e+04,2.7974e+06,4.3891e-20,3
5f6d,z 3H°,1.5873e-08,3.9807e+04,,,1
5f7s,y 3F°,1.2346e-07,3.2966e+04,,,1
5f7s,z 1F°,3.4483e-08,2.9881e+04,,,1
6d7p,3F°,3.9161e-09,3.6185e+04,1.2416e+06,2.5546e-19,2
6d7p,y 1F°,2.0121e-09,4.1937e+04,,,1
6d7p,y 1P°,1.5385e-09,4.4200e+04,,,1
6d7p,y 3F°,1.7153e-08,2.6447e+04,,,1
6d7p,y 3P°,2.2420e-09,3.7336e+04,8.0626e+05,5.1784e-21,3
6d7p,z 1D°,4.5767e-09,3.1879e+04,,,1
6d7p,z 1P°,8.3333e-09,2.9250e+04,,,1
6d7p,z 3D°,3.7510e-09,3.4279e+04,2.6105e+06,7.9997e-19,3
6d7p,z 3F°,2.8934e-08,3.5147e+04,3.1557e+07,8.8756e-16,2
7s7p,z 3P°,2.4155e-08,2.3779e+04,1.5039e+07,1.0738e-16,3
7s8s,e 1S,3.3333e-09,5.3374e+04,,,1
7s8s,e 3S,6.0241e-09,5.1681e+04,,,1
