Upper Level Conf,Upper Level Term,average_total_lifetime,average_Ek,var_Ek,var_total_lifetime,count
4s4d,1D,6.8493e-10,1.2619e+05,,,1
4s4d,3D,6.7260e-10,1.1385e+05,1.1501e+03,2.6184e-22,3
4s4p,1P°,5.0761e-10,7.0701e+04,,,1
4s4p,3P°,2.4450e-06,4.7814e+04,,,1
4s5p,1P°,4.5455e-08,1.2055e+05,,,1
