Upper Level Conf,Upper Level Term,average_total_lifetime,average_Ek,var_Ek,var_total_lifetime,count
3p63d,2D,7.6923e-01,1.3681e+04,1.8416e+03,1.0168e-12,2
3p64d,2D,2.7476e-09,5.6849e+04,1.8451e+02,1.8233e-21,2
3p64f,2F°,3.8366e-09,6.8057e+04,0.0000e+00,1.8308e-22,2
3p64p,2P°,6.4844e-09,2.5303e+04,2.4840e+04,4.8483e-20,2
3p65d,2D,6.3092e-09,7.2727e+04,3.7845e+01,7.9225e-22,2
3p65f,2F°,5.8946e-09,7.8034e+04,0.0000e+00,1.0201e-21,2
3p65p,2P°,4.0000e-08,6.0572e+04,3.0623e+03,0.0000e+00,2
3p65s,2S,3.8760e-09,5.2167e+04,,,1
3p66d,2D,1.3918e-08,8.0524e+04,1.0718e+01,4.6904e-21,2
3p66f,2F°,9.2940e-09,8.3458e+04,0.0000e+00,5.3717e-21,2
3p66p,2P°,7.0437e-07,7.4503e+04,6.7822e+02,1.9684e-16,2
3p66s,2S,6.6667e-09,7.0678e+04,,,1
