Upper Level Conf,Upper Level Term,average_total_lifetime,average_Ek,var_Ek,var_total_lifetime,count
5d36p,6D°,5.1671e-09,4.9638e+04,8.5728e+05,1.9656e-20,2
5d36p,6F°,2.7026e-09,4.4455e+04,,,1
5d36p,6G°,4.4516e-08,4.4442e+04,8.4176e+06,2.0624e-15,2
5d46p,6F°,8.5544e-09,4.5071e+04,4.2780e+07,2.5386e-17,4
5d46p,6P°,3.4419e-09,4.7589e+04,,,1
