Upper Level Conf,Upper Level Term,average_total_lifetime,average_Ek,var_Ek,var_total_lifetime,count
4d8,3F°,2.4869e-09,1.4393e+05,4.4419e+06,3.9271e-18,3
4d8,1D°,1.1792e-09,1.4504e+05,,,1
4d8,1F°,8.2645e-09,1.4556e+05,,,1
4d8,3D°,4.0000e-09,1.4007e+05,3.9713e+06,5.7778e-18,3
4d8,3G°,3.2258e-09,1.4060e+05,,,1
4d8,5G°,5.8824e-07,1.3269e+05,,,1
4d8,5P°,3.2258e-09,1.4096e+05,,,1
4d85s2,1D,2.6385e-07,1.1077e+05,,,1
4d85s2,1G,1.5106e-07,1.1360e+05,,,1
4d95d,2[1/2],1.4634e-09,1.2983e+05,1.4017e+07,1.3299e-20,4
4d95d,2[3/2],1.4810e-09,1.2921e+05,7.9526e+06,9.4333e-21,4
4d95d,2[5/2],1.4998e-09,1.2977e+05,7.7276e+06,5.3640e-21,4
4d95d,2[7/2],1.4499e-09,1.2947e+05,4.9161e+06,1.6973e-20,4
4d95p,2[1/2]°,2.0665e-09,8.8237e+04,8.7981e+06,3.4418e-18,2
4d95p,2[3/2]°,2.3808e-09,8.6146e+04,2.6177e+07,1.3586e-18,4
4d95p,2[5/2]°,2.7747e-09,8.6921e+04,2.6909e+06,9.7659e-20,4
4d96p,2[1/2]°,2.2523e-08,1.3683e+05,,,1
4d96p,2[3/2]°,2.2171e-08,1.3585e+05,6.7801e+06,3.5334e-18,3
4d96p,2[5/2]°,2.2038e-08,1.3491e+05,5.0829e+06,5.1588e-18,4
4d96s,2[3/2],2.1056e-09,1.2527e+05,3.8773e+04,1.4148e-21,2
4d97s,2[3/2],8.4898e-09,1.4913e+05,4.9322e+03,2.5882e-19,2
4d94f,2[1/2]°,5.4348e-09,1.4501e+05,,,1
4d94f,2[11/2]°,5.5556e-09,1.4518e+05,3.6040e-01,0.0000e+00,2
4d94f,2[3/2]°,7.0497e-09,1.4522e+05,1.0169e+03,2.8116e-17,2
4d94f,2[5/2]°,1.2658e-08,1.4531e+05,,,1
4d94f,2[7/2]°,6.1463e-09,1.4542e+05,1.7696e+02,1.3934e-19,2
4d94f,2[9/2]°,6.4707e-09,1.4544e+05,5.8731e+03,1.0471e-18,2
4d95d,2[9/2],1.3511e-09,1.2667e+05,6.3013e+01,6.5883e-21,2
4d95p,2[7/2]°,2.9230e-09,8.2921e+04,1.1219e+06,2.6707e-19,2
4d96p,2[7/2]°,2.2923e-08,1.3222e+05,8.4905e+04,5.4233e-18,2
4d96s,2[5/2],2.2552e-09,1.2072e+05,7.1291e+04,6.5187e-22,2
4d97s,2[5/2],5.5353e-09,1.4455e+05,1.0617e+04,1.2601e-18,2
