Upper Level Conf,Upper Level Term,average_total_lifetime,average_Ek,var_Ek,var_total_lifetime,count
2s22p23d,2D,5.3837e-10,2.5450e+05,3.4740e+08,1.2300e-19,6
2s22p23d,2F,5.1508e-10,2.4205e+05,1.1219e+08,1.7287e-20,4
2s22p23d,2G,5.0497e-09,2.5261e+05,6.9620e-01,1.1704e-24,2
2s22p23d,2P,3.5319e-10,2.4364e+05,1.3741e+08,3.0995e-20,4
2s22p23d,2S,5.0742e-10,2.5562e+05,,,1
2s22p23p,2D°,9.0902e-09,2.2079e+05,1.1213e+08,9.3674e-18,4
2s22p23p,2F°,9.0058e-09,2.2874e+05,2.7872e+02,3.3679e-22,2
2s22p23p,2P°,6.1492e-09,2.3323e+05,3.0126e+08,2.3435e-18,6
2s22p23s,2D,6.2873e-10,2.0697e+05,5.4080e-01,1.1251e-25,2
2s22p24d,2D,6.0363e-10,2.6540e+05,1.2099e+08,5.2850e-20,4
2s22p24d,2F,6.4237e-10,2.6507e+05,1.2516e+08,3.4363e-20,4
2s22p24s,2D,1.2860e-09,2.5929e+05,1.0580e-01,2.4788e-25,2
2s22p23s,2S,1.0568e-09,2.3061e+05,,,1
2s22p23d,4D,1.5634e-09,2.3274e+05,3.6259e+02,7.4392e-19,4
2s22p23d,4F,5.0152e-09,2.3140e+05,1.0341e+04,1.5862e-20,4
2s22p23d,4P,2.2691e-10,2.3253e+05,4.8875e+03,3.2127e-23,3
2s22p23p,2S°,3.5668e-08,2.0394e+05,,,1
2s22p23p,4D°,1.1777e-08,2.0685e+05,1.4101e+04,5.9711e-21,4
2s22p23p,4P°,7.2020e-09,2.0841e+05,4.9425e+03,4.0744e-21,3
2s22p23p,4S°,4.4103e-09,2.1216e+05,,,1
2s22p23s,2P,2.5039e-10,1.8898e+05,1.6195e+04,1.7451e-24,2
2s22p23s,4P,1.0187e-09,1.8536e+05,1.7640e+04,1.4338e-24,3
2s22p24d,2P,5.5577e-10,2.5523e+05,5.8699e+03,3.5761e-26,2
2s22p24d,4P,4.1893e-10,2.5514e+05,8.6636e+02,2.1087e-29,3
2s22p24p,2D°,1.2752e-08,2.4810e+05,1.5560e+04,9.5977e-21,2
2s22p24p,2P°,1.1541e-08,2.4847e+05,3.9507e+03,6.6055e-21,2
2s22p24p,4D°,1.4069e-08,2.4588e+05,1.3098e+04,1.7607e-21,4
2s22p24s,2P,8.7876e-10,2.4042e+05,1.7548e+04,1.0307e-22,2
2s22p24s,4P,2.3521e-09,2.3875e+05,1.8018e+04,7.0143e-21,3
2s22p3,2D°,1.9164e+04,2.6821e+04,2.0040e+02,3.6652e+08,2
2s22p3,2P°,5.5715e+00,4.0469e+04,1.9800e+00,9.3998e-01,2
2s2p33s,4S°,6.8740e-10,2.5498e+05,,,1
2s2p4,2D,4.4684e-10,1.6599e+05,3.2321e+01,2.8227e-24,2
2s2p4,2P,1.3616e-10,2.1268e+05,1.4184e+04,1.2575e-25,2
2s2p4,2S,1.8975e-10,1.9571e+05,,,1
2s2p4,4P,1.1570e-09,1.1997e+05,1.5630e+04,1.6760e-23,3
