Upper Level Conf,Upper Level Term,average_total_lifetime,average_Ek,var_Ek,var_total_lifetime,count
3d44p,z 4H°,4.9116e-09,6.3797e+04,3.4634e+04,2.3021e-19,4
3d44p,z 4I°,4.1990e-09,6.5483e+04,9.1593e+04,1.9375e-19,3
3d44p,z 4D°,1.1624e-08,5.4582e+04,2.5535e+04,9.6099e-17,4
3d44p,z 4F°,1.4221e-07,5.1746e+04,2.4196e+04,2.5661e-14,4
3d44p,z 4P°,7.5970e-07,4.9154e+04,2.4537e+05,1.1703e-12,3
3d44p,z 6D°,6.3420e-06,4.9579e+04,3.2762e+04,1.9391e-10,5
3d44p,z 6F°,8.2329e-09,4.7234e+04,1.4948e+05,1.9698e-17,5
3d44p,z 6P°,8.0852e-09,4.8507e+04,1.3793e+04,2.4180e-19,3
3d44s,a 6D,1.1220e+01,1.2188e+04,4.6383e+04,8.1679e-01,5
3d44p,x 2F°,1.1236e-06,7.4114e+04,,,1
3d44p,y 4F°,1.5152e-06,6.7012e+04,,,1
3d44p,z 4G°,8.6043e-09,6.5547e+04,5.2988e+04,1.2568e-17,2
3d44p,y 4D°,6.3067e-09,6.4263e+04,3.4540e+05,6.2250e-18,3
3d44p,y 4P°,4.2553e-09,6.6727e+04,,,1
3d44p,z 2P°,1.3699e-06,6.6872e+04,,,1
