Upper Level Conf,Upper Level Term,average_total_lifetime,average_Ek,var_Ek,var_total_lifetime,count
2s22p33d,3F°,6.8353e-08,2.6496e+05,4.2452e+01,2.1828e-21,3
2s22p33p,1D,7.1429e-09,2.4628e+05,,,1
2s22p33p,1F,5.8824e-09,2.3832e+05,,,1
2s22p33p,3D,5.6614e-09,2.3618e+05,1.9172e+02,8.3984e-21,3
2s22p33p,3P,6.6101e-09,2.2392e+05,3.1570e+08,3.5683e-18,6
2s22p33d,3D°,4.8804e-09,2.3206e+05,2.3697e+00,1.7036e-23,3
2s22p33d,5D°,3.4941e-09,2.3100e+05,2.2497e+00,2.9685e-23,5
2s22p33p,5P,7.6923e-09,2.0246e+05,2.4450e+02,0.0000e+00,3
2s22p34f,3F,4.2557e-09,2.5455e+05,3.2533e-02,1.8254e-23,3
2s22p4,1D,2.6163e-01,2.0873e+04,,,1
2s22p4,1S,3.8586e-01,4.4918e+04,,,1
2s22p4,3P,3.3664e+03,4.1545e+02,1.1086e+04,1.0139e+07,2
2s2p5,3P°,9.8376e-11,1.6506e+05,5.9462e+04,2.2057e-24,3
