Upper Level Conf,Upper Level Term,average_total_lifetime,average_Ek,var_Ek,var_total_lifetime,count
3d2,s 3D°,7.2464e-09,7.7555e+04,,,1
3d2,u 3F°,3.3152e-09,7.6416e+04,4.5525e+04,3.3022e-20,3
3d2,w 3P°,5.8137e-09,7.6410e+04,1.9703e+04,5.3047e-18,3
3d2,r 3F°,3.7815e-09,8.7922e+04,1.6052e+04,3.6381e-19,3
3d2,u 3G°,3.0150e-09,7.9947e+04,8.6964e+03,7.2302e-20,2
3d2,x 3H°,5.9360e-09,8.4148e+04,3.6203e+04,1.2387e-21,3
3d2,q 3D°,1.2690e-09,8.6338e+04,8.9407e+04,5.7519e-20,3
3d2,s 3F°,1.1906e-09,8.5398e+04,7.9966e+04,2.1403e-19,3
3d2,t 3G°,9.2168e-10,8.4687e+04,9.0395e+04,3.5600e-23,3
3d2,1D°,4.1271e-09,7.0923e+04,,,1
3d2,1F°,3.3956e-09,7.0936e+04,,,1
3d2,5G°,2.4050e-08,6.2751e+04,1.8431e+05,1.9738e-17,5
3d2,u 3D°,3.7809e-09,6.8834e+04,9.6089e+03,1.6855e-20,3
3d2,v 3F°,4.1887e-09,6.7930e+04,4.2374e+04,2.0152e-20,3
3d2,v 3G°,3.7363e-09,6.9928e+04,8.5340e+04,7.5312e-21,3
3d2,x 5D°,2.0286e-09,6.5927e+04,2.3264e+04,5.6181e-22,5
3d2,y 5F°,2.8702e-09,6.3867e+04,8.7197e+04,1.3465e-19,5
3d2,r 3D°,4.0540e-09,8.2602e+04,1.1865e+04,5.1711e-18,3
3d2,u 1D°,2.7701e-09,8.5633e+04,,,1
3d2,u 3P°,5.5829e-09,8.4979e+04,1.3207e+04,1.4700e-17,3
3d2,w 5D°,7.7475e-09,7.5520e+04,5.5842e+04,9.5240e-18,4
3d2,x 3S°,3.6630e-09,7.4723e+04,,,1
3d2,y 1S°,3.6232e-09,7.5821e+04,,,1
3d2,y 5P°,7.1599e-09,7.8054e+04,5.1661e+04,2.8000e-18,3
3d24s2,c 1D,1.2392e-01,4.4658e+04,,,1
3d24s2,d 1G,2.5381e-02,5.3607e+04,,,1
3d24s2,e 3F,3.8482e-02,3.8216e+04,8.4315e+04,5.5430e-07,3
3d34p,t 3D°,4.4058e-09,7.5774e+04,4.5408e+03,3.2205e-19,3
3d34p,t 3F°,4.9405e-09,7.7913e+04,6.2564e+03,2.4602e-18,2
3d34p,u 1F°,3.6101e-09,7.9328e+04,,,1
3d34p,v 1D°,5.1546e-09,7.7603e+04,,,1
3d34p,v 3P°,8.1065e-09,7.8543e+04,1.3426e+04,1.0820e-17,3
3d34p,x 1P°,7.5758e-09,8.2367e+04,,,1
3d34s,c 3D,1.1581e-01,4.4153e+04,2.6924e+03,3.3639e-06,3
3d34s,d 1D,2.0807e-01,4.7324e+04,,,1
3d34p,w 3D°,3.2527e-09,5.3849e+04,7.9955e+03,1.0119e-20,3
3d34p,x 3F°,4.8352e-09,5.2432e+04,4.3572e+04,2.9140e-18,3
3d34p,x 3P°,3.5449e-09,5.4749e+04,3.1170e+03,1.5988e-20,3
3d34p,y 1D°,3.7313e-09,5.7343e+04,,,1
