Upper Level Conf,Upper Level Term,average_total_lifetime,average_Ek,var_Ek,var_total_lifetime,count
3s23p2,1S,4.4189e+00,2.1576e+04,,,1
3s23p2,3P,7.5269e+03,3.1701e+02,4.6275e+04,4.7930e+07,2
3s23p4d,1D°,2.5000e-08,1.2776e+05,,,1
3s23p4d,1F°,7.1429e-09,1.3014e+05,,,1
3s23p4d,1P°,1.5873e-08,1.3176e+05,,,1
3s23p4d,3D°,7.6923e-09,1.2789e+05,,,1
3s23p4d,3F°,5.2463e-09,1.2516e+05,4.9908e+04,2.1921e-22,3
3s23p4d,3P°,5.8945e-09,1.2773e+05,1.0098e+05,5.1757e-21,3
3s23p4p,1D,1.0000e-08,1.0792e+05,,,1
3s23p4p,1P,3.0303e-08,1.0164e+05,,,1
3s23p4p,1S,6.2500e-09,1.1151e+05,,,1
3s23p4p,3D,1.4951e-08,1.0339e+05,6.5071e+04,6.6739e-20,3
3s23p4p,3P,1.0792e-08,1.0536e+05,2.8885e+04,4.5534e-21,3
3s23p4p,3S,9.8039e-09,1.0600e+05,,,1
3s23p5s,1P°,8.3333e-09,1.2443e+05,,,1
3s23p5s,3P°,7.3408e-09,1.2356e+05,8.3451e+04,1.4546e-20,3
3s3p3,3D°,7.8028e-08,6.5277e+04,7.9233e+02,5.8466e-19,3
3s3p3,3P°,6.7116e-09,7.6800e+04,9.8885e+02,2.0291e-21,3
