Upper Level Conf,Upper Level Term,average_total_lifetime,average_Ek,var_Ek,var_total_lifetime,count
2s22p53d,2[3/2]°,1.4120e-09,3.3216e+05,1.2339e+06,1.2575e-18,4
2s22p53d,2[5/2]°,2.7009e-09,3.3225e+05,4.3022e+05,3.2460e-19,4
2s22p54s,2[1/2]°,2.0913e-09,3.3291e+05,7.9055e+04,9.8782e-19,2
2s22p53d,2[1/2]°,2.0808e-09,3.3059e+05,3.8194e+03,1.9882e-20,2
2s22p53d,2[7/2]°,2.7522e-09,3.3115e+05,2.0263e+03,3.9198e-19,2
2s22p54s,2[3/2]°,1.9189e-09,3.3169e+05,7.1223e+04,4.4300e-19,2
2s22p53p,1D,4.8392e-09,2.9919e+05,,,1
2s22p53p,1P,4.7015e-09,2.9989e+05,,,1
2s22p53p,1S,2.3502e-09,3.0886e+05,,,1
2s22p53p,3D,4.8044e-09,2.9768e+05,2.1175e+05,1.5186e-21,3
2s22p53p,3P,4.1400e-09,3.0033e+05,4.2899e+04,3.2688e-20,3
2s22p53p,3S,7.3594e-09,2.9322e+05,,,1
2s22p53s,1P°,3.1949e-10,2.6876e+05,,,1
2s22p53s,3P°,4.6729e+01,2.6599e+05,1.7523e+05,4.3671e+03,2
2s2p63p,1P°,1.9608e-10,5.6420e+05,,,1
