Upper Level Conf,Upper Level Term,average_total_lifetime,average_Ek,var_Ek,var_total_lifetime,count
3s23p44d,2D,3.3846e-09,1.9623e+05,1.7282e+07,4.7434e-18,4
3s23p44d,2F,2.7449e-09,1.9369e+05,5.6298e+07,1.7776e-19,4
3s23p44d,2G,2.4846e-09,1.9860e+05,4.1854e+01,4.7630e-22,2
3s23p44d,2P,5.5159e-09,1.9487e+05,2.8425e+07,3.2892e-17,4
3s23p44p,2D°,8.7662e-09,1.6622e+05,6.8321e+07,7.8293e-19,4
3s23p44p,2F°,8.4676e-09,1.7047e+05,8.3705e+03,3.7013e-21,2
3s23p44p,2P°,7.7795e-09,1.7488e+05,2.1056e+08,6.8552e-18,6
3s23p45s,2D,4.9061e-09,1.9587e+05,2.2487e+00,1.4147e-18,2
3s23p44d,4D,3.1830e-09,1.8391e+05,5.0913e+04,1.0376e-21,4
3s23p44d,4F,3.1805e-09,1.8578e+05,2.9882e+05,2.1368e-20,4
3s23p44d,4P,3.9132e-09,1.8651e+05,1.3073e+05,1.9522e-21,3
3s23p44p,2S°,8.6889e-09,1.6109e+05,,,1
3s23p44p,4D°,7.0737e-09,1.5788e+05,2.8105e+05,9.7268e-20,4
3s23p44p,4P°,7.3582e-09,1.5537e+05,1.1074e+05,2.4163e-23,3
3s23p44p,4S°,7.5036e-09,1.6105e+05,,,1
3s23p44s,2P,3.5726e-10,1.3875e+05,5.1480e+05,8.1398e-23,2
3s23p44s,4P,5.8595e-08,1.3534e+05,1.3299e+05,1.9839e-15,2
3s23p45s,2P,5.3072e-09,1.8350e+05,3.3928e+05,8.3254e-19,2
3s23p45s,4P,4.5938e-09,1.8226e+05,4.6130e+05,3.6916e-18,3
3s23p5,2P°,1.8868e+01,1.4316e+03,,,1
3s3p6,2S,4.8309e-09,1.0872e+05,,,1
