Wavelength,Unc.  (nm),Aki (s-1),Ei,Ek,Lower Level Conf,Lower Level Term,Lower Level J,Upper Level Conf,Upper Level Term,Upper Level J,Type,TPRef.,LineRef.
959.569,0.006,3449000.0,21534.68,31953.17,3p63d,2D,5/2,3p66f,2F°,7/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9168&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=9168&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6096&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=6096&amp;type=
959.781,0.006,3207000.0,21536.988,31953.17,3p63d,2D,3/2,3p66f,2F°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9168&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=9168&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6096&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=6096&amp;type=
1 101.985,0.006999999999999999,6538000.0,21534.68,30606.73,3p63d,2D,5/2,3p65f,2F°,7/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9168&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=9168&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6096&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=6096&amp;type=
1 101.985,0.006999999999999999,436000.0,21534.68,30606.73,3p63d,2D,5/2,3p65f,2F°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9168&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=9168&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6096&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=6096&amp;type=
1 102.265,0.006999999999999999,6099000.0,21536.988,30606.73,3p63d,2D,3/2,3p65f,2F°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9168&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=9168&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6096&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=6096&amp;type=
1 169.0242,0.0007,20170000.0,12985.185724,21536.988,3p64p,2P°,1/2,3p63d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9168&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=9168&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1792&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=1792&amp;type=
1 176.9667,0.0007,3974000.0,13042.896027,21536.988,3p64p,2P°,3/2,3p63d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9168&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=9168&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1792&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=1792&amp;type=
1 177.2866,0.0007,23830000.0,13042.896027,21534.68,3p64p,2P°,3/2,3p63d,2D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9168&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=9168&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1792&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=1792&amp;type=
1 243.2298,0.0008,7951000.0,12985.185724,21026.551,3p64p,2P°,1/2,3p65s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9168&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=9168&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1792&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=1792&amp;type=
1 252.2165,0.0008,15820000.0,13042.896027,21026.551,3p64p,2P°,3/2,3p65s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9168&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=9168&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1792&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=1792&amp;type=
1 252.608,0.008,435000.0,21026.551,29007.71,3p65s,2S,1/2,3p66p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9168&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=9168&amp;type=,
1 253.934,0.008,416000.0,21026.551,28999.27,3p65s,2S,1/2,3p66p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9168&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=9168&amp;type=,
1 337.779,0.009000000000000001,408000.0,21534.68,29007.71,3p63d,2D,5/2,3p66p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9168&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=9168&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6096&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=6096&amp;type=
1 338.193,0.009000000000000001,45500.0,21536.988,29007.71,3p63d,2D,3/2,3p66p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9168&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=9168&amp;type=,
1 339.706,0.009000000000000001,447000.0,21536.988,28999.27,3p63d,2D,3/2,3p66p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9168&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=9168&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6096&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=6096&amp;type=
1 429.2460,0.0012,690.0,24701.382,31696.1661,3p65p,2P°,1/2,3p66d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9168&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=9168&amp;type=,
1 433.0889,0.0012,260.0,24720.139,31696.1661,3p65p,2P°,3/2,3p66d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9168&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=9168&amp;type=,
1 433.1435,0.0012,1600.0,24720.139,31695.9005,3p65p,2P°,3/2,3p66d,2D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9168&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=9168&amp;type=,
1 516.307,0.012,15470000.0,21534.68,28127.85,3p63d,2D,5/2,3p64f,2F°,7/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9168&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=9168&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6096&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=6096&amp;type=
1 516.307,0.012,1035000.0,21534.68,28127.85,3p63d,2D,5/2,3p64f,2F°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9168&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=9168&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6096&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=6096&amp;type=
1 516.838,0.012,14630000.0,21536.988,28127.85,3p63d,2D,3/2,3p64f,2F°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9168&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=9168&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6096&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=6096&amp;type=
1 822.8672,0.0019,72400.0,24701.382,30185.7476,3p65p,2P°,1/2,3p65d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9168&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=9168&amp;type=,
1 829.1229,0.0019,13100.0,24720.139,30185.7476,3p65p,2P°,3/2,3p65d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9168&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=9168&amp;type=,
1 829.2915,0.0019,78000.0,24720.139,30185.2439,3p65p,2P°,3/2,3p65d,2D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9168&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=9168&amp;type=,
2 194.86,0.03,1320000.0,27397.077,31953.17,3p64d,2D,5/2,3p66f,2F°,7/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8262&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=8262&amp;type=,
2 194.86,0.03,88000.0,27397.077,31953.17,3p64d,2D,5/2,3p66f,2F°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8262&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=8262&amp;type=,
2 195.38,0.03,1230000.0,27398.147,31953.17,3p64d,2D,3/2,3p66f,2F°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8262&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=8262&amp;type=,
2 707.395,0.005,4580000.0,21026.551,24720.139,3p65s,2S,1/2,3p65p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9168&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=9168&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1792&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=1792&amp;type=
2 721.214,0.005,4530000.0,21026.551,24701.382,3p65s,2S,1/2,3p65p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9168&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=9168&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1792&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=1792&amp;type=
3 115.60,0.06,1990000.0,27397.077,30606.73,3p64d,2D,5/2,3p65f,2F°,7/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8262&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=8262&amp;type=,
3 115.60,0.06,133000.0,27397.077,30606.73,3p64d,2D,5/2,3p65f,2F°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8262&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=8262&amp;type=,
3 116.64,0.06,1860000.0,27398.147,30606.73,3p64d,2D,3/2,3p65f,2F°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8262&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=8262&amp;type=,
3 139.265,0.006999999999999999,1500000.0,21534.68,24720.139,3p63d,2D,5/2,3p65p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9168&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=9168&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1792&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=1792&amp;type=
3 141.541,0.006999999999999999,166000.0,21536.988,24720.139,3p63d,2D,3/2,3p65p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9168&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=9168&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1792&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=1792&amp;type=
3 160.163,0.006999999999999999,1650000.0,21536.988,24701.382,3p63d,2D,3/2,3p65p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9168&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=9168&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1792&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=1792&amp;type=
3 637.252,0.008,1627000.0,24701.382,27450.7104,3p65p,2P°,1/2,3p66s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9168&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=9168&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1792&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=1792&amp;type=
3 662.237,0.008,4955000.0,24720.139,27450.7104,3p65p,2P°,3/2,3p66s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9168&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=9168&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1792&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=1792&amp;type=
3 708.147,0.01,2885000.0,24701.382,27398.147,3p65p,2P°,1/2,3p64d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9168&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=9168&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1792&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=1792&amp;type=
3 734.119,0.01,568000.0,24720.139,27398.147,3p65p,2P°,3/2,3p64d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9168&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=9168&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1792&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=1792&amp;type=
3 735.611,0.01,3406000.0,24720.139,27397.077,3p65p,2P°,3/2,3p64d,2D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9168&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=9168&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1792&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=1792&amp;type=
6 208.74,0.19,780000.0,27397.077,29007.71,3p64d,2D,5/2,3p66p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=817&amp;comment_code=LS&amp;element=K&amp;spectr_charge=1&amp;ref=817&amp;type=,
6 212.87,0.19,87000.0,27398.147,29007.71,3p64d,2D,3/2,3p66p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=817&amp;comment_code=LS&amp;element=K&amp;spectr_charge=1&amp;ref=817&amp;type=,
6 245.62,0.2,830000.0,27398.147,28999.27,3p64d,2D,3/2,3p66p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=817&amp;comment_code=LS&amp;element=K&amp;spectr_charge=1&amp;ref=817&amp;type=,
13 684.1,0.9,5900.0,27397.077,28127.85,3p64d,2D,5/2,3p64f,2F°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=817&amp;comment_code=&amp;element=K&amp;spectr_charge=1&amp;ref=817&amp;type=,
