Wavelength,Aki (s-1),Ei,Ek,Lower Level Conf,Lower Level Term,Lower Level J,Upper Level Conf,Upper Level Term,Upper Level J,Type,TPRef.,LineRef.
153.4752,44000.0,0.0,65157.126,3s23p3,4S°,3/2,3s23p2(1D)4s,2D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=1220&amp;comment_code=&amp;element=P&amp;spectr_charge=1&amp;ref=1220&amp;type=,
153.4772,8200.0,0.0,65156.242,3s23p3,4S°,3/2,3s23p2(1D)4s,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=1220&amp;comment_code=&amp;element=P&amp;spectr_charge=1&amp;ref=1220&amp;type=,
167.1671,39000000.0,0.0,59820.371,3s23p3,4S°,3/2,3s3p4,4P,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8043&amp;comment_code=&amp;element=P&amp;spectr_charge=1&amp;ref=8043&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5148&amp;comment_code=&amp;element=P&amp;spectr_charge=1&amp;ref=5148&amp;type=
167.4595,40000000.0,0.0,59715.921,3s23p3,4S°,3/2,3s3p4,4P,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8043&amp;comment_code=&amp;element=P&amp;spectr_charge=1&amp;ref=8043&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5148&amp;comment_code=&amp;element=P&amp;spectr_charge=1&amp;ref=5148&amp;type=
167.9697,39000000.0,0.0,59534.549,3s23p3,4S°,3/2,3s3p4,4P,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8043&amp;comment_code=&amp;element=P&amp;spectr_charge=1&amp;ref=8043&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5148&amp;comment_code=&amp;element=P&amp;spectr_charge=1&amp;ref=5148&amp;type=
171.8970,260000.0,0.0,58174.366,3s23p3,4S°,3/2,3s23p2(3P)4s,2P,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=1220&amp;comment_code=&amp;element=P&amp;spectr_charge=1&amp;ref=1220&amp;type=,
172.7815,150000.0,0.0,57876.574,3s23p3,4S°,3/2,3s23p2(3P)4s,2P,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=1220&amp;comment_code=&amp;element=P&amp;spectr_charge=1&amp;ref=1220&amp;type=,
177.4949,217000000.0,0.0,56339.656,3s23p3,4S°,3/2,3s23p2(3P)4s,4P,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=1220&amp;comment_code=&amp;element=P&amp;spectr_charge=1&amp;ref=1220&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5148&amp;comment_code=&amp;element=P&amp;spectr_charge=1&amp;ref=5148&amp;type=
178.2829,214000000.0,0.0,56090.626,3s23p3,4S°,3/2,3s23p2(3P)4s,4P,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=1220&amp;comment_code=&amp;element=P&amp;spectr_charge=1&amp;ref=1220&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5148&amp;comment_code=&amp;element=P&amp;spectr_charge=1&amp;ref=5148&amp;type=
178.7648,213000000.0,0.0,55939.421,3s23p3,4S°,3/2,3s23p2(3P)4s,4P,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=1220&amp;comment_code=&amp;element=P&amp;spectr_charge=1&amp;ref=1220&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5148&amp;comment_code=&amp;element=P&amp;spectr_charge=1&amp;ref=5148&amp;type=
