Wavelength,Unc.  (nm),Aki (s-1),Ei,Ek,Lower Level Conf,Lower Level Term,Lower Level J,Upper Level Conf,Upper Level Term,Upper Level J,Type,TPRef.,LineRef.
251.56336+,0.0002,2130000.0,11419.039,51158.494,6p3,2D°,3/2,6p2(3P0)7d,2[2],5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6498&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=6498&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=9843&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=9843&amp;type=
252.44900+,0.0002,8600000.0,11419.039,51019.09,6p3,2D°,3/2,6p2(3P0)7d,2[2],3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6498&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=6498&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=9843&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=9843&amp;type=
262.78988+,0.0002,45600000.0,11419.039,49460.91,6p3,2D°,3/2,6p2(3P2)7s,2[2],3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=3401&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=3401&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=9843&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=9843&amp;type=
269.67385+,0.001,6200000.0,11419.039,48489.869,6p3,2D°,3/2,6p2(3P2)7s,2[2],5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6498&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=6498&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=9843&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=9843&amp;type=
273.04941+,0.0002,20200000.0,21660.914,58273.483,6p3,2P°,1/2,6p2(3P1)6d,5827,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=4088&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=4088&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=9843&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=9843&amp;type=
278.04773+,0.0002,30900000.0,11419.039,47373.477,6p3,2D°,3/2,6p2(3P0)8s,2[0],1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=3401&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=3401&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=9843&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=9843&amp;type=
279.86493+,0.001,1750000.0,15437.501,51158.494,6p3,2D°,5/2,6p2(3P0)7d,2[2],5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6498&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=6498&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=9843&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=9843&amp;type=
280.96146+,0.0002,13400000.0,15437.501,51019.09,6p3,2D°,5/2,6p2(3P0)7d,2[2],3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6498&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=6498&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=9843&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=9843&amp;type=
286.3787+,0.0002,10700000.0,21660.914,56569.46,6p3,2P°,1/2,6p2(3P1)6d,5657,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=4088&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=4088&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=9843&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=9843&amp;type=
289.79666+,0.0002,153000000.0,11419.039,45915.883,6p3,2D°,3/2,6p2(3P1)7s,2[1],1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=3401&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=3401&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=9843&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=9843&amp;type=
293.82936+,0.0002,120000000.0,15437.501,49460.91,6p3,2D°,5/2,6p2(3P2)7s,2[2],3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=3401&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=3401&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=9843&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=9843&amp;type=
298.90190+,0.001,54000000.0,11419.039,44865.076,6p3,2D°,3/2,6p2(3P1)7s,2[1],3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6498&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=6498&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=9843&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=9843&amp;type=
299.33360+,0.001,14500000.0,11419.039,44816.841,6p3,2D°,3/2,6p2(3P0)6d,2[2],5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6498&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=6498&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=9843&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=9843&amp;type=
302.46211+,0.001,86200000.0,15437.501,48489.869,6p3,2D°,5/2,6p2(3P2)7s,2[2],5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6498&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=6498&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=9843&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=9843&amp;type=
306.77019+,0.0002,167000000.0,0.0,32588.221,6p3,4S°,3/2,6p2(3P0)7s,2[0],1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6498&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=6498&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=9843&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=9843&amp;type=
339.71983+,0.002,17900000.0,15437.501,44865.076,6p3,2D°,5/2,6p2(3P1)7s,2[1],3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6498&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=6498&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=3475&amp;type=
340.27760+,0.009000000000000001,1500000.0,15437.501,44816.841,6p3,2D°,5/2,6p2(3P0)6d,2[2],5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6498&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=6498&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7593&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=7593&amp;type=
340.52291+,0.01,6400000.0,21660.914,51019.09,6p3,2P°,1/2,6p2(3P0)7d,2[2],3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6498&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=6498&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7585&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=7585&amp;type=
351.08640+,0.002,6500000.0,15437.501,43912.374,6p3,2D°,5/2,6p2(3P0)6d,2[2],3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6498&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=6498&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=3475&amp;type=
359.60967+,0.002,19300000.0,21660.914,49460.91,6p3,2P°,1/2,6p2(3P2)7s,2[2],3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=3401&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=3401&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=3475&amp;type=
388.80477+,0.01,4100000.0,21660.914,47373.477,6p3,2P°,1/2,6p2(3P0)8s,2[0],1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6498&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=6498&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7585&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=7585&amp;type=
412.17037+,0.0004,16400000.0,21660.914,45915.883,6p3,2P°,1/2,6p2(3P1)7s,2[1],1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=3401&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=3401&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6416&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=6416&amp;type=
430.8360+,0.0005,1600000.0,21660.914,44865.076,6p3,2P°,1/2,6p2(3P1)7s,2[1],3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6498&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=6498&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6416&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=6416&amp;type=
449.2827+,0.01,1430000.0,21660.914,43912.374,6p3,2P°,1/2,6p2(3P0)6d,2[2],3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6498&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=6498&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7585&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=7585&amp;type=
472.2527+,0.0004,9400000.0,11419.039,32588.221,6p3,2D°,3/2,6p2(3P0)7s,2[0],1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6498&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=6498&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6416&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=6416&amp;type=
613.4738+,0.012,1740000.0,33164.805,49460.91,6p3,2P°,3/2,6p2(3P2)7s,2[2],3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=3401&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=3401&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7394&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=7394&amp;type=
875.4900+,0.0009,22.5,0.0,11419.039,6p3,4S°,3/2,6p3,2D°,3/2,M1,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=4260&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=4260&amp;type=M1,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6416&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=6416&amp;type=M1
17 343.5+,,5.0,32588.221,33164.805,6p2(3P0)7s,2[0],1/2,6p3,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8547&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=8547&amp;type=,
