Wavelength,Unc.  (nm),Aki (s-1),Ei,Ek,Lower Level Conf,Lower Level Term,Lower Level J,Upper Level Conf,Upper Level Term,Upper Level J,Type,TPRef.,LineRef.
86.6800,0.001,313000000.0,0.0,115366.866,3s23p6,1S,0.0,3s23p5(2P°1/2)3d,2[3/2]°,1.0,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=1355&amp;comment_code=&amp;element=Ar&amp;spectr_charge=1&amp;ref=1355&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2131&amp;comment_code=&amp;element=Ar&amp;spectr_charge=1&amp;ref=2131&amp;type=
86.9754,0.001,35000000.0,0.0,114975.019,3s23p6,1S,0.0,3s23p5(2P°1/2)5s,2[1/2]°,1.0,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=1355&amp;comment_code=&amp;element=Ar&amp;spectr_charge=1&amp;ref=1355&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2131&amp;comment_code=&amp;element=Ar&amp;spectr_charge=1&amp;ref=2131&amp;type=
87.6058,0.001,270000000.0,0.0,114147.732,3s23p6,1S,0.0,3s23p5(2P°3/2)3d,2[3/2]°,1.0,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=1355&amp;comment_code=&amp;element=Ar&amp;spectr_charge=1&amp;ref=1355&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2131&amp;comment_code=&amp;element=Ar&amp;spectr_charge=1&amp;ref=2131&amp;type=
87.9947,0.001,77000000.0,0.0,113643.26,3s23p6,1S,0.0,3s23p5(2P°3/2)5s,2[3/2]°,1.0,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=1355&amp;comment_code=&amp;element=Ar&amp;spectr_charge=1&amp;ref=1355&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2131&amp;comment_code=&amp;element=Ar&amp;spectr_charge=1&amp;ref=2131&amp;type=
104.8220,0.001,532000000.0,0.0,95399.8276,3s23p6,1S,0.0,3s23p5(2P°1/2)4s,2[1/2]°,1.0,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7574&amp;comment_code=&amp;element=Ar&amp;spectr_charge=1&amp;ref=7574&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2131&amp;comment_code=&amp;element=Ar&amp;spectr_charge=1&amp;ref=2131&amp;type=
106.6660,0.001,132000000.0,0.0,93750.5978,3s23p6,1S,0.0,3s23p5(2P°3/2)4s,2[3/2]°,1.0,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7574&amp;comment_code=&amp;element=Ar&amp;spectr_charge=1&amp;ref=7574&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2131&amp;comment_code=&amp;element=Ar&amp;spectr_charge=1&amp;ref=2131&amp;type=
394.7505,0.001,56000.0,93143.76,118469.0508,3s23p5(2P°3/2)4s,2[3/2]°,2.0,3s23p5(2P°1/2)5p,2[3/2],2.0,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5223&amp;comment_code=&amp;element=Ar&amp;spectr_charge=1&amp;ref=5223&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2634&amp;comment_code=&amp;element=Ar&amp;spectr_charge=1&amp;ref=2634&amp;type=
394.8979,0.001,460000.0,93143.76,118459.5975,3s23p5(2P°3/2)4s,2[3/2]°,2.0,3s23p5(2P°1/2)5p,2[1/2],1.0,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5223&amp;comment_code=&amp;element=Ar&amp;spectr_charge=1&amp;ref=5223&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2634&amp;comment_code=&amp;element=Ar&amp;spectr_charge=1&amp;ref=2634&amp;type=
404.4418,0.001,330000.0,93750.5978,118469.0508,3s23p5(2P°3/2)4s,2[3/2]°,1.0,3s23p5(2P°1/2)5p,2[3/2],2.0,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5223&amp;comment_code=&amp;element=Ar&amp;spectr_charge=1&amp;ref=5223&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2634&amp;comment_code=&amp;element=Ar&amp;spectr_charge=1&amp;ref=2634&amp;type=
404.5965,0.001,41000.0,93750.5978,118459.5975,3s23p5(2P°3/2)4s,2[3/2]°,1.0,3s23p5(2P°1/2)5p,2[1/2],1.0,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5223&amp;comment_code=&amp;element=Ar&amp;spectr_charge=1&amp;ref=5223&amp;type=,
405.4526,0.001,27000.0,93750.5978,118407.4303,3s23p5(2P°3/2)4s,2[3/2]°,1.0,3s23p5(2P°1/2)5p,2[3/2],1.0,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5223&amp;comment_code=&amp;element=Ar&amp;spectr_charge=1&amp;ref=5223&amp;type=,
