Wavelength,Unc.(nm),Aki (s-1),Ei,Ek,Lower Level Conf,Lower Level Term,Lower Level J,Upper Level Conf,Upper Level Term,Upper Level J,Type,TPRef.,LineRef.
102.572144677,0.000000007,593.7,0.0,97492.355566,1s,2S,1/2,3d,2D,5/2,E2,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7651&amp;comment_code=&amp;element=H&amp;spectr_charge=1&amp;ref=7651&amp;type=E2,
102.572182693,0.000000021,593.8,0.0,97492.319433,1s,2S,1/2,3d,2D,3/2,E2,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7651&amp;comment_code=&amp;element=H&amp;spectr_charge=1&amp;ref=7651&amp;type=E2,
102.572285517,0.000000007,1.109e-06,0.0,97492.221701,1s,2S,1/2,3s,2S,1/2,M1,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7651&amp;comment_code=&amp;element=H&amp;spectr_charge=1&amp;ref=7651&amp;type=M1,
102.572182505,0.000000007,167250000.0,0.0,97492.319611,1s,2S,1/2,3p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=H&amp;spectr_charge=1&amp;ref=8637&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3545&amp;comment_code=&amp;element=H&amp;spectr_charge=1&amp;ref=3545&amp;type=
102.57220,0.00003,55751000.0,0.0,97492.304,1s,2S,1/2,3,,nan,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=H&amp;spectr_charge=1&amp;ref=8637&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3545&amp;comment_code=&amp;element=H&amp;spectr_charge=1&amp;ref=3545&amp;type=
102.572296565,0.000000007,167250000.0,0.0,97492.2112,1s,2S,1/2,3p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=H&amp;spectr_charge=1&amp;ref=8637&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3545&amp;comment_code=&amp;element=H&amp;spectr_charge=1&amp;ref=3545&amp;type=
121.5668237310,0.0000000006,626480000.0,0.0,82259.2850014,1s,2S,1/2,2p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=H&amp;spectr_charge=1&amp;ref=8637&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12020&amp;comment_code=&amp;element=H&amp;spectr_charge=1&amp;ref=12020&amp;type=
121.5673644608,0.0000000004,626490000.0,0.0,82258.9191133,1s,2S,1/2,2p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=H&amp;spectr_charge=1&amp;ref=8637&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12020&amp;comment_code=&amp;element=H&amp;spectr_charge=1&amp;ref=12020&amp;type=
121.56701,0.00015,469860000.0,0.0,82259.158,1s,2S,1/2,2,,nan,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8637&amp;comment_code=&amp;element=H&amp;spectr_charge=1&amp;ref=8637&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12020&amp;comment_code=&amp;element=H&amp;spectr_charge=1&amp;ref=12020&amp;type=
121.5673123130200,0.0000000000015,2.495e-06,0.0,82258.9543992821,1s,2S,1/2,2s,2S,1/2,M1,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7651&amp;comment_code=&amp;element=H&amp;spectr_charge=1&amp;ref=7651&amp;type=M1,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12363&amp;comment_code=&amp;element=H&amp;spectr_charge=1&amp;ref=12363&amp;type=M1
