Wavelength,Unc.(nm),Aki (s-1),Ei,Ek,Lower Level Conf,Lower Level Term,Lower Level J,Upper Level Conf,Upper Level Term,Upper Level J,Type,TPRef.,LineRef.
182.640371,0.000009,33900000.0,15.287,54767.6944,2s22p,2P°,3/2,2s23d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7194&amp;comment_code=&amp;element=B&amp;spectr_charge=1&amp;ref=7194&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u29&amp;element=B&amp;spectr_charge=1&amp;ref=&amp;type=
206.6379,0.0005,69000000.0,28652.07,77030.44,2s2p2,4P,3/2,2s2p(3P°)3s,4P°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u27&amp;element=B&amp;spectr_charge=1&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1461&amp;comment_code=&amp;element=B&amp;spectr_charge=1&amp;ref=1461&amp;type=
206.6650,0.0006,160000000.0,28658.4,77030.44,2s2p2,4P,5/2,2s2p(3P°)3s,4P°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u27&amp;element=B&amp;spectr_charge=1&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1461&amp;comment_code=&amp;element=B&amp;spectr_charge=1&amp;ref=1461&amp;type=
206.6728,0.0011,92000000.0,28647.43,77017.64,2s2p2,4P,1/2,2s2p(3P°)3s,4P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u27&amp;element=B&amp;spectr_charge=1&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1461&amp;comment_code=&amp;element=B&amp;spectr_charge=1&amp;ref=1461&amp;type=
206.6926,0.0008,30000000.0,28652.07,77017.64,2s2p2,4P,3/2,2s2p(3P°)3s,4P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u27&amp;element=B&amp;spectr_charge=1&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1461&amp;comment_code=&amp;element=B&amp;spectr_charge=1&amp;ref=1461&amp;type=
206.7003,0.0013,38000000.0,28647.43,77011.2,2s2p2,4P,1/2,2s2p(3P°)3s,4P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u27&amp;element=B&amp;spectr_charge=1&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=776&amp;comment_code=&amp;element=B&amp;spectr_charge=1&amp;ref=776&amp;type=
206.7197,0.0008,100000000.0,28658.4,77017.64,2s2p2,4P,5/2,2s2p(3P°)3s,4P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u27&amp;element=B&amp;spectr_charge=1&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1461&amp;comment_code=&amp;element=B&amp;spectr_charge=1&amp;ref=1461&amp;type=
206.7202,0.0011,180000000.0,28652.07,77011.2,2s2p2,4P,3/2,2s2p(3P°)3s,4P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u27&amp;element=B&amp;spectr_charge=1&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1461&amp;comment_code=&amp;element=B&amp;spectr_charge=1&amp;ref=1461&amp;type=
208.888860,0.000018,36100000.0,0.0,47857.125,2s22p,2P°,1/2,2s2p2,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7194&amp;comment_code=&amp;element=B&amp;spectr_charge=1&amp;ref=7194&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11406&amp;comment_code=&amp;element=B&amp;spectr_charge=1&amp;ref=11406&amp;type=
208.955615,0.000020,7160000.0,15.287,47857.125,2s22p,2P°,3/2,2s2p2,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7194&amp;comment_code=&amp;element=B&amp;spectr_charge=1&amp;ref=7194&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11406&amp;comment_code=&amp;element=B&amp;spectr_charge=1&amp;ref=11406&amp;type=
208.956995,0.000020,43300000.0,15.287,47856.809,2s22p,2P°,3/2,2s2p2,2D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7194&amp;comment_code=&amp;element=B&amp;spectr_charge=1&amp;ref=7194&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11406&amp;comment_code=&amp;element=B&amp;spectr_charge=1&amp;ref=11406&amp;type=
213.4271,0.0024,420000.0,48611.8663,95451.5,2s23p,2P°,1/2,2s2p(3P°)4p,2P,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u27&amp;element=B&amp;spectr_charge=1&amp;ref=&amp;type=,
213.4352,0.0024,2100000.0,48613.6486,95451.5,2s23p,2P°,3/2,2s2p(3P°)4p,2P,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u27&amp;element=B&amp;spectr_charge=1&amp;ref=&amp;type=,
213.4458,0.0024,1700000.0,48611.8663,95447.4,2s23p,2P°,1/2,2s2p(3P°)4p,2P,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u27&amp;element=B&amp;spectr_charge=1&amp;ref=&amp;type=,
213.4539,0.0024,830000.0,48613.6486,95447.4,2s23p,2P°,3/2,2s2p(3P°)4p,2P,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u27&amp;element=B&amp;spectr_charge=1&amp;ref=&amp;type=,
238.8662,0.0022,5900000.0,47856.809,89708.49,2s2p2,2D,5/2,2s2p(3P°)3d,2D°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u27&amp;element=B&amp;spectr_charge=1&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6232&amp;comment_code=&amp;element=B&amp;spectr_charge=1&amp;ref=6232&amp;type=
238.8869,0.0022,5600000.0,47857.125,89705.19,2s2p2,2D,3/2,2s2p(3P°)3d,2D°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u27&amp;element=B&amp;spectr_charge=1&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6232&amp;comment_code=&amp;element=B&amp;spectr_charge=1&amp;ref=6232&amp;type=
