Observed  Wavelength  Vac (nm),Ritz  Wavelength  Vac (nm),Rel.  Int. (?),Aki (s-1),Acc.,Ei  (cm-1),,Ek  (cm-1),Type,TPRef.,LineRef.
321.508,,10000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u1&amp;element=Pu&amp;spectr_charge=1&amp;ref=&amp;type=
324.416,,10000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u1&amp;element=Pu&amp;spectr_charge=1&amp;ref=&amp;type=
325.208,,10000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u1&amp;element=Pu&amp;spectr_charge=1&amp;ref=&amp;type=
327.524,,10000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u1&amp;element=Pu&amp;spectr_charge=1&amp;ref=&amp;type=
329.256,,10000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u1&amp;element=Pu&amp;spectr_charge=1&amp;ref=&amp;type=
329.361,,10000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u1&amp;element=Pu&amp;spectr_charge=1&amp;ref=&amp;type=
329.691,,10000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u1&amp;element=Pu&amp;spectr_charge=1&amp;ref=&amp;type=
329.787,,10000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u1&amp;element=Pu&amp;spectr_charge=1&amp;ref=&amp;type=
330.176,,10000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u1&amp;element=Pu&amp;spectr_charge=1&amp;ref=&amp;type=
330.659,,10000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u1&amp;element=Pu&amp;spectr_charge=1&amp;ref=&amp;type=
330.666,,10000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u1&amp;element=Pu&amp;spectr_charge=1&amp;ref=&amp;type=
330.875,,10000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u1&amp;element=Pu&amp;spectr_charge=1&amp;ref=&amp;type=
332.061,,10000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u1&amp;element=Pu&amp;spectr_charge=1&amp;ref=&amp;type=
332.084,,10000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u1&amp;element=Pu&amp;spectr_charge=1&amp;ref=&amp;type=
332.719,,10000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u1&amp;element=Pu&amp;spectr_charge=1&amp;ref=&amp;type=
333.234,,10000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=&amp;comment_code=u1&amp;element=Pu&amp;spectr_charge=1&amp;ref=&amp;type=
