Observed  Wavelength  Vac (nm),Ritz  Wavelength  Vac (nm),Rel.  Int. (?),Aki (s-1),Acc.,Ei  (cm-1),,Ek  (cm-1),Type,TPRef.,LineRef.
323.972,,10000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4703&amp;comment_code=&amp;element=Bk&amp;spectr_charge=1&amp;ref=4703&amp;type=
325.219,,10000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4703&amp;comment_code=&amp;element=Bk&amp;spectr_charge=1&amp;ref=4703&amp;type=
328.875,,10000l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4703&amp;comment_code=&amp;element=Bk&amp;spectr_charge=1&amp;ref=4703&amp;type=
328.935,,10000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4703&amp;comment_code=&amp;element=Bk&amp;spectr_charge=1&amp;ref=4703&amp;type=
333.526,,10000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4703&amp;comment_code=&amp;element=Bk&amp;spectr_charge=1&amp;ref=4703&amp;type=
340.828,,10000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4703&amp;comment_code=&amp;element=Bk&amp;spectr_charge=1&amp;ref=4703&amp;type=
342.695,,10000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4703&amp;comment_code=&amp;element=Bk&amp;spectr_charge=1&amp;ref=4703&amp;type=
343.262,,10000l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4703&amp;comment_code=&amp;element=Bk&amp;spectr_charge=1&amp;ref=4703&amp;type=
343.747,,10000l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4703&amp;comment_code=&amp;element=Bk&amp;spectr_charge=1&amp;ref=4703&amp;type=
344.266,,10000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4703&amp;comment_code=&amp;element=Bk&amp;spectr_charge=1&amp;ref=4703&amp;type=
345.390,,10000l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4703&amp;comment_code=&amp;element=Bk&amp;spectr_charge=1&amp;ref=4703&amp;type=
352.872,,10000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4703&amp;comment_code=&amp;element=Bk&amp;spectr_charge=1&amp;ref=4703&amp;type=
353.140,,10000l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4703&amp;comment_code=&amp;element=Bk&amp;spectr_charge=1&amp;ref=4703&amp;type=
353.573,,10000l,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4703&amp;comment_code=&amp;element=Bk&amp;spectr_charge=1&amp;ref=4703&amp;type=
355.360,,10000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4703&amp;comment_code=&amp;element=Bk&amp;spectr_charge=1&amp;ref=4703&amp;type=
355.588,,10000s,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4703&amp;comment_code=&amp;element=Bk&amp;spectr_charge=1&amp;ref=4703&amp;type=
355.652,,10000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4703&amp;comment_code=&amp;element=Bk&amp;spectr_charge=1&amp;ref=4703&amp;type=
359.032,,10000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4703&amp;comment_code=&amp;element=Bk&amp;spectr_charge=1&amp;ref=4703&amp;type=
