Observed  Wavelength  Vac (nm),Unc.  (nm),Ritz  Wavelength  Vac (nm),Unc.  (nm),Rel.  Int. (?),Aki (s-1),Acc.,Ei  (cm-1),,Ek  (cm-1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
,,1 742.234804,0.000009,,6.8497e+03,AAA,[191 217.040967],-,[196 955.22825838],1s4p,3P°,2,1s9d,3D,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 742.235295,0.000009,,6.1643e+04,AAA,[191 217.040967],-,[196 955.22664143],1s4p,3P°,2,1s9d,3D,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 742.235330,0.000009,,2.4659e+05,AAA,[191 217.040967],-,[196 955.22652671],1s4p,3P°,2,1s9d,3D,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 742.237536,0.000009,,1.0275e+05,AAA,[191 217.049963],-,[196 955.22825838],1s4p,3P°,1,1s9d,3D,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 742.238026,0.000009,,1.8493e+05,AAA,[191 217.049963],-,[196 955.22664143],1s4p,3P°,1,1s9d,3D,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 742.271034,0.000009,,1.3699e+05,AAA,[191 217.160290],-,[196 955.22825838],1s4p,3P°,0,1s9d,3D,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 744.960751,0.000011,,8.5957e+04,AAA,[190 298.113260],-,[196 027.3364649],1s4s,3S,1,1s7p,3P°,0,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 744.966789,0.000011,,8.5957e+04,AAA,[190 298.113260],-,[196 027.3166408],1s4s,3S,1,1s7p,3P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 744.967281,0.000011,,8.5957e+04,AAA,[190 298.113260],-,[196 027.3150267],1s4s,3S,1,1s7p,3P°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 747.689589,0.000009,,1.7528e+04,AAA,[191 492.711909],-,[197 212.989530410],1s4p,1P°,1,1s10d,1D,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 757.189012,0.000009,,1.3922e+05,AAA,[191 492.711909],-,[197 182.0655468],1s4p,1P°,1,1s10s,1S,0,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 765.935818,0.000011,,1.0661e+05,AAA,[190 940.226355],-,[196 601.4002470],1s4s,1S,0,1s8p,1P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 771.012356,0.000009,,1.3193e+05,AAA,[191 217.040967],-,[196 861.9873396],1s4p,3P°,2,1s9s,3S,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 771.015178,0.000009,,7.9160e+04,AAA,[191 217.049963],-,[196 861.9873396],1s4p,3P°,1,1s9s,3S,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 771.049793,0.000009,,2.6387e+04,AAA,[191 217.160290],-,[196 861.9873396],1s4p,3P°,0,1s9s,3S,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 813.321260,0.000009,,1.9866e+04,AAA,[191 446.4557405],-,[196 959.6928160],1s4d,1D,2,1s9p,1P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 813.903810,0.000009,,7.884e+03,AA,[191 444.4809292],-,[196 955.947387145],1s4d,3D,3,1s9f,1F°,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 813.904205,0.000009,,6.028e+04,AA,[191 444.4821307],-,[196 955.947387145],1s4d,3D,2,1s9f,1F°,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 813.904205,0.000009,,1.3874e+03,AAA,[191 444.4809292],-,[196 955.946184774],1s4d,3D,3,1s9f,3F°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 813.904454,0.000009,,3.1216e+05,AAA,[191 444.4809292],-,[196 955.945429077],1s4d,3D,3,1s9f,3F°,4,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 813.904590,0.000009,,2.6801e+04,AAA,[191 444.4809292],-,[196 955.945016545],1s4d,3D,3,1s9f,3F°,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 813.904601,0.000009,,4.8552e+04,AAA,[191 444.4821307],-,[196 955.946184774],1s4d,3D,2,1s9f,3F°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 813.904985,0.000009,,2.1720e+05,AAA,[191 444.4821307],-,[196 955.945016545],1s4d,3D,2,1s9f,3F°,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 813.910696,0.000009,,2.6221e+05,AAA,[191 444.5006512],-,[196 955.946184774],1s4d,3D,1,1s9f,3F°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 814.553982,0.000009,,2.4356e+05,AAA,[191 446.4557405],-,[196 955.947387145],1s4d,1D,2,1s9f,1F°,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 814.554763,0.000009,,6.804e+04,AA,[191 446.4557405],-,[196 955.945016545],1s4d,1D,2,1s9f,3F°,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 816.309979,0.000009,,2.239e+03,AA,[191 451.87394878],-,[196 956.039060906],1s4f,3F°,3,1s9g,1G,4,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 816.310075,0.000009,,1.1702e+04,AAA,[191 451.87394878],-,[196 956.038768917],1s4f,3F°,3,1s9g,3G,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 816.310374,0.000009,,2.1797e+05,AAA,[191 451.87394878],-,[196 956.037863250],1s4f,3F°,3,1s9g,3G,4,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 816.312335,0.000009,,6.877e+03,AA,[191 451.88108855],-,[196 956.039060906],1s4f,3F°,4,1s9g,1G,4,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 816.312431,0.000009,,2.9248e+02,AAA,[191 451.88108855],-,[196 956.038768917],1s4f,3F°,4,1s9g,3G,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 816.312573,0.000009,,2.2931e+05,AAA,[191 451.88108855],-,[196 956.038337114],1s4f,3F°,4,1s9g,3G,5,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 816.312730,0.000009,,7.4545e+03,AAA,[191 451.88108855],-,[196 956.037863250],1s4f,3F°,4,1s9g,3G,4,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 816.315275,0.000009,,2.1059e+05,AAA,[191 451.88970691],-,[196 956.038768917],1s4f,3F°,2,1s9g,3G,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 816.317737,0.000009,,2.2019e+05,AAA,[191 451.89746084],-,[196 956.039060906],1s4f,1F°,3,1s9g,1G,4,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 816.317834,0.000009,,6.725e+03,AA,[191 451.89746084],-,[196 956.038768917],1s4f,1F°,3,1s9g,3G,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 816.318132,0.000009,,3.886e+03,AA,[191 451.89746084],-,[196 956.037863250],1s4f,1F°,3,1s9g,3G,4,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 816.504795,0.000009,,1.590e+03,AA,[191 451.87394878],-,[196 955.44875025],1s4f,3F°,3,1s9d,1D,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 816.512556,0.000009,,2.8661e+03,AAA,[191 451.89746084],-,[196 955.44875025],1s4f,1F°,3,1s9d,1D,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 816.578107,0.000009,,2.5752e+03,AAA,[191 451.87394878],-,[196 955.22664143],1s4f,3F°,3,1s9d,3D,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 816.578145,0.000009,,2.2671e+02,AAA,[191 451.87394878],-,[196 955.22652671],1s4f,3F°,3,1s9d,3D,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 816.580502,0.000009,,4.1309e+03,AAA,[191 451.88108855],-,[196 955.22652671],1s4f,3F°,4,1s9d,3D,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 816.582775,0.000009,,4.4981e+03,AAA,[191 451.88970691],-,[196 955.22825838],1s4f,3F°,2,1s9d,3D,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 816.583309,0.000009,,4.9975e+02,AAA,[191 451.88970691],-,[196 955.22664143],1s4f,3F°,2,1s9d,3D,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 816.585868,0.000009,,1.423e+03,AA,[191 451.89746084],-,[196 955.22664143],1s4f,1F°,3,1s9d,3D,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 816.585906,0.000009,,1.303e+02,AA,[191 451.89746084],-,[196 955.22652671],1s4f,1F°,3,1s9d,3D,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 820.714306,0.000009,,3.2453e+04,AAA,[191 444.4809292],-,[196 935.3314182],1s4d,3D,3,1s9p,3P°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 820.714455,0.000009,,2.8972e+04,AAA,[191 444.4821307],-,[196 935.3321700],1s4d,3D,2,1s9p,3P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 820.714705,0.000009,,5.7943e+03,AAA,[191 444.4821307],-,[196 935.3314182],1s4d,3D,2,1s9p,3P°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 820.717533,0.000009,,3.8634e+04,AAA,[191 444.5006512],-,[196 935.3414081],1s4d,3D,1,1s9p,3P°,0,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 820.720597,0.000009,,9.6585e+03,AAA,[191 444.5006512],-,[196 935.3321700],1s4d,3D,1,1s9p,3P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 820.720846,0.000009,,3.8634e+02,AAA,[191 444.5006512],-,[196 935.3314182],1s4d,3D,1,1s9p,3P°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 830.084512,0.000009,,2.4289e+05,AAA,[191 492.711909],-,[196 955.44875025],1s4p,1P°,1,1s9d,1D,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 844.449867,0.000010,,1.9477e+05,AAA,[191 492.711909],-,[196 912.9026855],1s4p,1P°,1,1s9s,1S,0,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 855.557344,0.000010,1,2.9630e+05,AAA,[186 104.9666893],-,[191 492.711909],1s3d,1D,2,1s4p,1P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=366&amp;comment_code=&amp;element=He&amp;spectr_charge=1&amp;ref=366&amp;type=
,,1 858.911523,0.000010,,9.7398e+03,AAA,[191 217.040967],-,[196 595.06466814],1s4p,3P°,2,1s8d,3D,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 858.912319,0.000010,,8.7651e+04,AAA,[191 217.040967],-,[196 595.06236505],1s4p,3P°,2,1s8d,3D,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 858.912375,0.000010,,3.5063e+05,AAA,[191 217.040967],-,[196 595.06220247],1s4p,3P°,2,1s8d,3D,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 858.914632,0.000010,,1.4610e+05,AAA,[191 217.049963],-,[196 595.06466814],1s4p,3P°,1,1s8d,3D,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 858.915428,0.000010,,2.6296e+05,AAA,[191 217.049963],-,[196 595.06236505],1s4p,3P°,1,1s8d,3D,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 858.952768,0.000010,,1.9480e+05,AAA,[191 217.160290],-,[196 595.06466814],1s4p,3P°,0,1s8d,3D,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 868.525961,0.000009,,5.611e+05,AA,[186 101.5461767],-,[191 451.89746084],1s3d,3D,3,1s4f,1F°,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 868.526838,0.000009,,4.294e+06,AA,[186 101.5486891],-,[191 451.89746084],1s3d,3D,2,1s4f,1F°,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
1 868.534,0.010,1 868.528669,0.000009,500*,6.1502e+04,AAA,[186 101.5461767],-,[191 451.88970691],1s3d,3D,3,1s4f,3F°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=885&amp;comment_code=&amp;element=He&amp;spectr_charge=1&amp;ref=885&amp;type=
1 868.534,0.010,1 868.529546,0.000009,500*,2.1521e+06,AAA,[186 101.5486891],-,[191 451.88970691],1s3d,3D,2,1s4f,3F°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=885&amp;comment_code=&amp;element=He&amp;spectr_charge=1&amp;ref=885&amp;type=
1 868.534,0.010,1 868.531678,0.000009,500*,1.3838e+07,AAA,[186 101.5461767],-,[191 451.88108855],1s3d,3D,3,1s4f,3F°,4,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=885&amp;comment_code=&amp;element=He&amp;spectr_charge=1&amp;ref=885&amp;type=
1 868.534,0.010,1 868.534172,0.000009,500*,9.7644e+05,AAA,[186 101.5461767],-,[191 451.87394878],1s3d,3D,3,1s4f,3F°,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=885&amp;comment_code=&amp;element=He&amp;spectr_charge=1&amp;ref=885&amp;type=
1 868.534,0.010,1 868.535049,0.000009,500*,8.0071e+06,AAA,[186 101.5486891],-,[191 451.87394878],1s3d,3D,2,1s4f,3F°,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=885&amp;comment_code=&amp;element=He&amp;spectr_charge=1&amp;ref=885&amp;type=
,,1 868.544983,0.000009,,1.1624e+07,AAA,[186 101.5928903],-,[191 451.88970691],1s3d,3D,1,1s4f,3F°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
1 869.723,0.010,1 869.721286,0.000009,200,8.9780e+06,AAA,[186 104.9666893],-,[191 451.89746084],1s3d,1D,2,1s4f,1F°,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=885&amp;comment_code=&amp;element=He&amp;spectr_charge=1&amp;ref=885&amp;type=
,,1 869.723998,0.000009,,5.235e+02,AA,[186 104.9666893],-,[191 451.88970691],1s3d,1D,2,1s4f,3F°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 869.729508,0.000009,,4.852e+06,AA,[186 104.9666893],-,[191 451.87394878],1s3d,1D,2,1s4f,3F°,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 892.222949,0.000010,,2.5290e+00,AAA,[186 209.364940],-,[191 492.711909],1s3p,1P°,1,1s4p,1P°,1,E2,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7378&amp;comment_code=&amp;element=He&amp;spectr_charge=1&amp;ref=7378&amp;type=E2,
,,1 906.304123,0.000010,,1.9474e+05,AAA,[191 217.040967],-,[196 461.3618105],1s4p,3P°,2,1s8s,3S,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 906.307393,0.000010,,1.1684e+05,AAA,[191 217.049963],-,[196 461.3618105],1s4p,3P°,1,1s8s,3S,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
,,1 906.347498,0.000010,,3.8948e+04,AAA,[191 217.160290],-,[196 461.3618105],1s4p,3P°,0,1s8s,3S,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,
1 908.938,0.010,1 908.935865,0.000010,100,7.1159e+06,AAA,[186 209.364940],-,[191 446.4557405],1s3p,1P°,1,1s4d,1D,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=He&amp;spectr_charge=1&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=885&amp;comment_code=&amp;element=He&amp;spectr_charge=1&amp;ref=885&amp;type=
