Wavelength,Unc.(nm),Aki (s-1),Ei,Ek,Lower Level Conf,Lower Level Term,Lower Level J,Upper Level Conf,Upper Level Term,Upper Level J,Type,TPRef.,LineRef.
93.30682,0.00016999999999999999,20000.0,0.0,107173.3,3d5(6S)4s,a 7S,3,3d4(b 3F)4s4p(3P°),u 5P°,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7574&amp;comment_code=&amp;element=Mn&amp;spectr_charge=2&amp;ref=7574&amp;type=,
93.67690,0.00018,20000.0,0.0,106749.9,3d5(6S)4s,a 7S,3,3d4(b 3F)4s4p(3P°),u 5P°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7574&amp;comment_code=&amp;element=Mn&amp;spectr_charge=2&amp;ref=7574&amp;type=,
100.29977,4e-05,200000000.0,14325.866,114026.99,3d6,a 5D,4,3d5(6S)6f,5F°,5,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=c88&amp;element=Mn&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=562&amp;comment_code=&amp;element=Mn&amp;spectr_charge=2&amp;ref=562&amp;type=
102.35382,0.0002,500000000.0,9472.993,107173.3,3d5(6S)4s,a 5S,2,3d4(b 3F)4s4p(3P°),u 5P°,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=c88&amp;element=Mn&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=562&amp;comment_code=&amp;element=Mn&amp;spectr_charge=2&amp;ref=562&amp;type=
102.79932,0.00021,400000000.0,9472.993,106749.9,3d5(6S)4s,a 5S,2,3d4(b 3F)4s4p(3P°),u 5P°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=c88&amp;element=Mn&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=562&amp;comment_code=&amp;element=Mn&amp;spectr_charge=2&amp;ref=562&amp;type=
105.03488,0.00011999999999999999,400000.0,0.0,95206.47,3d5(6S)4s,a 7S,3,3d4(5D)4s4p(3P°),w 5D°,4,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7574&amp;comment_code=&amp;element=Mn&amp;spectr_charge=2&amp;ref=7574&amp;type=,
105.27449,0.00011999999999999999,120000.0,0.0,94989.77,3d5(6S)4s,a 7S,3,3d4(5D)4s4p(3P°),w 5D°,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7574&amp;comment_code=&amp;element=Mn&amp;spectr_charge=2&amp;ref=7574&amp;type=,
105.38847,0.0001,5000.0,0.0,94887.04,3d5(6S)4s,a 7S,3,3d4(5D)4s4p(3P°),w 5D°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7574&amp;comment_code=&amp;element=Mn&amp;spectr_charge=2&amp;ref=7574&amp;type=,
106.25041,5e-05,300000000.0,14325.866,108443.15,3d6,a 5D,4,3d5(6S)5f,5F°,5,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=c88&amp;element=Mn&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=562&amp;comment_code=&amp;element=Mn&amp;spectr_charge=2&amp;ref=562&amp;type=
106.55567,0.00011,200000000.0,14593.835,108441.49,3d6,a 5D,3,3d5(6S)5f,5F°,4,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=c88&amp;element=Mn&amp;spectr_charge=2&amp;ref=&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=562&amp;comment_code=&amp;element=Mn&amp;spectr_charge=2&amp;ref=562&amp;type=
